name,Key_Name,Key_ChatBalloon,Source,Tag
/maps/Town9/NPCs/NPC_이동주문서상인,npcName_Teleport,npcChat_Town9_Teleport,Town9,npcTag_Teleport
/maps/Town9/NPCs/NPC_환생술사,npcName_Town9_Reborn,npcChat_Town9_Reborn,Town9,npcTag_Reborn
/maps/Town9/NPCs/NPC_장비상인(NEW),npcName_Town9_EquipShop,npcChat_Town9_EquipShop,Town9,npcTag_EquipShop
/maps/Mine1_1/NPCs/NPC_통신관리인,npcName_Mine1_1_Peppi,npcChat_Mine1_1_Peppi,Mine1_1,
/maps/Mine1_1/NPCs/NPC_광산관리인,npcName_Mine1_1_Phillipe,npcChat_Mine1_1_Phillipe,Mine1_1,
/maps/Mine1_1/NPCs/NPC_문지기,npcName_Mine1_1_Paulo,npcChat_Mine1_1_Paulo,Mine1_1,
/maps/Mine1_2/NPCs/Model_NPC_관리인 폴,npcName_Mine1_2_Paul,npcChat_Mine1_2_Paul,관리인 폴 1_1,
/maps/Mine1_2/NPCs/Model_NPC_관리인 폴리,npcName_Mine1_2_Poli,npcChat_Mine1_2_Poli,Mine1_2,
/maps/Mine1_3/MapObjects/Model_NPC_통신관리인,npcName_Mine1_3_NPC1,npcChat_Mine1_3_NPC1,광맥 탐지기 관리자 1_3,
/maps/Mine1_3/MapObjects/Model_NPC_관리인 폴,npcName_Mine1_1_Peppi,npcChat_Mine1_3_Peppi,Mine1_3,
/maps/Mine2_2/Model_NPC_관리인 폴_1,npcName_Mine2_2_Puol,npcChat_Mine2_2_Puol,Mine2_2,
/maps/Mine2_2/Model_NPC_관리인 폴,npcName_Mine2_2_Pirel,npcChat_Mine2_2_Pirel,Mine2_2,
/maps/Mine2_3/Model_NPC_관리인 폴,npcName_Mine2_2_Pirel,npcChat_Mine2_3_Pirel,Mine2_3,
/maps/Mine3_1/GameObjects/object-12287,none,npcChat_Mine3_1_NPC1,Mine3_1,
/maps/Mine3_1/GameObjects/NPC_IceBuyer,npcName_IcicleShop,npcChat_IcicleShop,펭귄 인부,
/maps/Mine3_2/Model_NPC_IceBuyer,npcName_IcicleShop,npcChat_IcicleShop,펭귄 인부,
/maps/Mine3_2/Model_NPC_IceBuyer_1,npcName_IcicleShop,npcChat_IcicleShop,펭귄 인부,
/maps/Mine3_2/GameObjects/object-12093,none,npcChat_Mine3_2_NPC1,Mine3_2,
/maps/Mine3_2/GameObjects/object-13182,none,npcChat_Mine3_2_NPC2,Mine3_2,
/maps/Mine3_3/Model_NPC_IceBuyer_1,npcName_IcicleShop,npcChat_IcicleShop,펭귄 인부,
/maps/Mine3_3/Model_NPC_IceBuyer,npcName_IcicleShop,npcChat_IcicleShop,펭귄 인부,
/maps/Mine4_1/MapObjects/NPC_관리인,npcName_Mine4_1_Manager,npcChat_Mine4_1_Manager,관리 로봇,
/maps/Mine4_1/MapObjects/NPC_마이닝머신_1,npcName_MiningMachine,npcChat_MiningMachine,마이닝 머신,
/maps/Mine4_1/MapObjects/NPC_마이닝머신_2,npcName_MiningMachine,npcChat_MiningMachine,마이닝 머신,
/maps/Mine4_1/MapObjects/NPC_마이닝머신,npcName_MiningMachine,npcChat_Mine4_1_MiningMachine3,마이닝 머신,
/maps/Mine4_2/Model_NPC_마이닝머신,npcName_MiningMachine,npcChat_MiningMachine,마이닝 머신,
/maps/Mine4_2/Model_NPC_마이닝머신_1,npcName_MiningMachine,npcChat_MiningMachine,마이닝 머신,
/maps/Mine5_1/Model_NPC_관리인 폴,npcName_Mine1_2_Paul,npcChat_Mine5_1_Paul,,
/maps/Mine5_1/Model_NPC_통신관리인_1,npcName_Mine1_3_NPC1,npcChat_Mine5_1_NPC1,광맥 탐지기 관리자 5_1,
/maps/Mine5_1/Model_NPC_통신관리인,npcName_Mine1_3_NPC1,npcChat_Mine5_1_NPC2,광맥 탐지기 관리자 5_1,
/maps/Mine5_2/Model_NPC_통신관리인_1,npcName_Mine1_3_NPC1,npcChat_Mine5_2_NPC1,광맥 탐지기 관리자 5_2,
/maps/Mine5_2/Model_NPC_통신관리인,npcName_Mine1_3_NPC1,npcChat_Mine5_2_NPC2,광맥 탐지기 관리자 5_2,
/maps/Mine5_3/NPCs/Model_NPC_문지기,npcName_Mine5_3_DoorGuard,npcChat_Mine5_3_DoorGuard,광산 문지기,
/maps/Mine5_3/NPCs/Model_NPC_통신관리인,npcName_Mine1_3_NPC1,npcChat_Mine5_3_NPC1,광맥 탐지기 관리자,
/maps/Mine9_3/Model_NPC_관리인 폴,npcName_Mine1_2_Paul,npcChat_Mine9_3_Paul,관리인 폴,
/maps/Mine9_5/NPCs/Model_NPC_문지기,npcName_Mine5_3_DoorGuard,npcChat_Mine5_3_DoorGuard,광산 문지기,
/maps/Mine9_5/NPCs/Model_NPC_통신관리인,npcName_Mine1_3_NPC1,npcChat_Mine5_3_NPC1,광맥 탐지기 관리자,
/maps/Mine1_1/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,리턴로봇,
/maps/Mine1_1/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine1_2/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine1_2/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine1_3/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine1_3/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine2_1/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine2_1/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine2_2/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine2_2/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine2_3/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine2_3/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine3_1/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine3_1/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine3_2/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine3_2/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine3_3/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine3_3/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine4_1/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine4_1/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine4_2/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine4_2/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine4_3/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine4_3/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine5_1/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine5_1/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine5_2/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine5_2/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine5_3/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine5_3/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine6_1/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine6_1/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine6_2/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine6_2/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine7_1/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine7_1/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine7_2/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine7_2/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine8_1/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine8_1/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine8_2/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine8_2/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_1/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_1/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_1/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_2/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_2/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_3/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_3/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_4/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_4/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_5/Portals/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Mine9_5/Portals/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot_Last,,
/maps/Mine1_1/MapObjects/Sign,npcName_MoreDeep,none,,
/maps/Mine1_2/MapObjects/MapObject_위험 표지판,npcName_Warning,npcChat_Mine1_2_Warning,,
/maps/Mine2_1/MapObject_위험 표지판,npcName_Warning,npcChat_Mine2_1_Warning,,
/maps/Mine4_1/MapObject_위험 표지판_1,npcName_Warning,npcChat_Mine4_1_Warning,,
/maps/Mine4_1/MapObject_위험 표지판,npcName_Warning,npcChat_Mine4_1_Warning2,,
/maps/Mine4_2/MapObject_위험 표지판,npcName_Warning,npcChat_Mine4_2_Warning,,
/maps/Mine5_1/MapObject_위험 표지판,npcName_Warning,npcChat_Mine5_1_Warning,,
/maps/Mine5_2/MapObject_위험 표지판,npcName_Warning,npcChat_Mine5_2_Warning,,
/maps/Mine6_1/MapObject_위험 표지판_1,npcName_Warning,npcChat_Mine6_1_Warning,,
/maps/Mine6_1/MapObject_위험 표지판,npcName_Warning,npcChat_Mine6_1_Warning2,,
/maps/Town10/Model_NPC_Construction/MainBuilding/NPCNameTag_Const,SystemTitle_Construction,none,,
/maps/Town10/Model_NPC_Construction/npc-3578_Const,npcName_Prometheus,none,,
/maps/Town10/Model_npc_Heraclass,npcName_Hercules,none,,
/maps/Town10/Model_npc_Amazones,npcName_Amazoness,none,,
/maps/Town10/NPC_MineralShop,npcName_Midas,none,,npcTag_MiningShop
/maps/Town10/Model_NPC_AccessoryMerge,npcName_Medeia,none,,AccessoryMergeTitle
/maps/Town10/NPC_RelicBin,npcName_Agamemnon,none,,SystemTitle_RelicBin
/maps/Town10/Model_NPC_RelicBin_2,npcName_Menelaos,none,,SystemTitle_LegacyToEmblem
/maps/Town10/Model_NPC_Rebirth,npcName_Mnemosyne,none,,npcTag_Reborn
/maps/Town10/NPC_VoidItemShop,npcName_Chaos,none,,SystemTitle_VoidShop
/maps/Temple_Demeter_7/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Demeter_7/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Hades_8/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Zeus_1/Model_NPC_ReturnRobo_2_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Zeus_1/Model_NPC_ReturnRobo_2_1_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Apollon_3/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Apollon_3/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Artemis_5/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Artemis_5/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Athena_4/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Athena_4/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Aphrodite_6/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Aphrodite_6/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Poseidon_2/Model_NPC_ReturnRobo,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Temple_Poseidon_2/Model_NPC_ReturnRobo_1,npcName_ReturnRobot,npcChat_ReturnRobot,,
/maps/Town9/NPCs/NPC_TempleSnake,npcName_templeSnake,none,,npcTag_GatekeeperOfTemple
/maps/Town9/NPCs/NPC_유물합성,npcName_RelicMerge,npcChat_RelicMerge,,npcTag_RelicMerge
/maps/Mine9_5/Portals/Model_NPC_kimhoonsoo,npcName_Town1_HoonSoo,npcChat_hoonsoo9-5,,
