ID,CategoryID,GroupIdx,MaxStep,NameKey,DescKey,IsCumulative,ConditionType,Count,Score,RewardTable
AC003009,3,9,3,Achievement_Name10,Achievement_Desc10,FALSE,S10019,2;4;7,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10048_1
AC003010,3,10,1,Achievement_Name122,Achievement_Desc55,FALSE,S10019;RC20049,4,3,1_COP40004_1;1_KWF10043_1
AC003011,3,11,3,Achievement_Name10,Achievement_Desc10,FALSE,S10020,1;2;4,1;2;4,1_Syrup_54;2_Syrup_106;3_Syrup_213;3_NT10052_1
AC003012,3,12,1,Achievement_Name122,Achievement_Desc55,FALSE,S10020;RC20050,3,3,1_Syrup_160;1_KWB10040_1
AC003013,3,13,3,Achievement_Name10,Achievement_Desc10,FALSE,S10021,3;5;10,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10044_1
AC003014,3,14,1,Achievement_Name122,Achievement_Desc55,FALSE,S10021;RC20051,7,3,1_COP40005_1;1_KWF10044_1
AC003015,3,15,3,Achievement_Name10,Achievement_Desc10,FALSE,S10022,2;5;11,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10081_1
AC003016,3,16,1,Achievement_Name122,Achievement_Desc55,FALSE,S10022;RC20052,8,3,1_COP40006_1;1_KWF10045_1
AC003017,3,17,3,Achievement_Name10,Achievement_Desc10,FALSE,S10023,3;5;9,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10063_1
AC003018,3,18,1,Achievement_Name122,Achievement_Desc55,FALSE,S10023;RC20053,7,3,1_COP40007_1;1_KWB10041_1
AC003019,3,19,2,Achievement_Name10,Achievement_Desc10,FALSE,S10024,1;5,1;4,1_Syrup_54;2_Syrup_213;2_NT10043_1
AC003020,3,20,1,Achievement_Name122,Achievement_Desc55,FALSE,S10024;RC20054,1,3,1_Syrup_160
AC003021,3,21,3,Achievement_Name10,Achievement_Desc10,FALSE,S10025,2;4;9,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10082_1
AC003022,3,22,1,Achievement_Name122,Achievement_Desc55,FALSE,S10025;RC20055,6,3,1_COP40008_1;1_KWF10046_1
AC003023,3,23,3,Achievement_Name10,Achievement_Desc10,FALSE,S10001,3;5;10,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10039_1
AC003024,3,24,1,Achievement_Name122,Achievement_Desc55,FALSE,S10001;RC20056,7,3,1_COP40009_1;1_KWF10047_1
AC003025,3,25,3,Achievement_Name10,Achievement_Desc10,FALSE,S10002,3;5;10,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10051_1
AC003026,3,26,1,Achievement_Name122,Achievement_Desc55,FALSE,S10002;RC20057,7,3,1_COP40010_1;1_KWF10048_1
AC003027,3,27,3,Achievement_Name10,Achievement_Desc10,FALSE,S10003,2;4;8,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10053_1
AC003028,3,28,1,Achievement_Name122,Achievement_Desc55,FALSE,S10003;RC20058,6,3,1_COP40011_1;1_KWB10042_1
AC003029,3,29,3,Achievement_Name10,Achievement_Desc10,FALSE,S10004,3;5;11,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10041_1
AC003030,3,30,1,Achievement_Name122,Achievement_Desc55,FALSE,S10004;RC20059,7,3,1_COP40012_1;1_KWF10049_1
AC003031,3,31,3,Achievement_Name10,Achievement_Desc10,FALSE,S10005,1;3;7,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10049_1
AC003032,3,32,1,Achievement_Name122,Achievement_Desc55,FALSE,S10005;RC20060,5,3,1_COP40013_1;1_KWF10050_1
AC003033,3,33,3,Achievement_Name10,Achievement_Desc10,FALSE,S10006,2;5;11,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10047_1
AC003034,3,34,1,Achievement_Name122,Achievement_Desc55,FALSE,S10006;RC20061,8,3,1_COP40014_1;1_KWB10043_1
AC003035,3,35,2,Achievement_Name10,Achievement_Desc10,FALSE,S10007,3;5,1;4,1_Syrup_54;1_NT10010_1;2_Syrup_213;2_NT10064_1
AC003036,3,36,1,Achievement_Name122,Achievement_Desc55,FALSE,S10007;RC20062,3,3,1_Syrup_160
AC003037,3,37,3,Achievement_Name10,Achievement_Desc10,FALSE,S10008,2;4;6,1;2;4,1_Syrup_54;2_Syrup_106;2_KWF10051_1;3_NT10062_1
AC003038,3,38,1,Achievement_Name122,Achievement_Desc55,FALSE,S10008;RC20063,4,3,1_COP40015_1;1_NT10073_1
AC003039,3,39,3,Achievement_Name10,Achievement_Desc10,FALSE,S10009,3;5;10,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10050_1
AC003040,3,40,1,Achievement_Name122,Achievement_Desc55,FALSE,S10009;RC20064,7,3,1_COP40016_1;1_KWB10044_1
AC003041,3,41,3,Achievement_Name10,Achievement_Desc10,FALSE,S10010,2;4;7,1;2;4,1_Syrup_54;2_Syrup_106;3_NT10042_1
AC003042,3,42,1,Achievement_Name122,Achievement_Desc55,FALSE,S10010;RC20065,4,3,1_COP40017_1;1_KWF10052_1
AC003043,3,43,3,Achievement_Name10,Achievement_Desc10,FALSE,S10011,3;5;9,1;2;4,1_Syrup_54;2_Syrup_106;2_KWB10045_1;3_NT10040_1
AC003044,3,44,1,Achievement_Name122,Achievement_Desc55,FALSE,S10011;RC20066,7,3,1_COP40018_1
AC004001,4,1,1,Achievement_Name11,Achievement_Desc11,FALSE,-1,1,4,1_Syrup_213;1_NT10012_1
AC004002,4,2,1,Achievement_Name12,Achievement_Desc12,TRUE,-1,100,3,1_Syrup_160;1_KWF10054_1
AC004003,4,3,1,Achievement_Name13,Achievement_Desc13,FALSE,RC10004,30,3,1_Syrup_160;1_KWB10046_1
AC004004,4,4,1,Achievement_Name14,Achievement_Desc14,FALSE,RC10025,5,3,1_Syrup_160;1_KWF10055_1
AC004005,4,5,1,Achievement_Name15,Achievement_Desc15,TRUE,RC10036,20,3,1_Syrup_160;1_KWF10056_1
AC004006,4,6,1,Achievement_Name16,Achievement_Desc16,FALSE,RC20009,1,2,1_Syrup_106;1_KWF10057_1
AC004007,4,7,1,Achievement_Name17,Achievement_Desc17,TRUE,RC20020,60,3,1_Syrup_160;1_KWB10047_1
AC004008,4,8,1,Achievement_Name18,Achievement_Desc18,FALSE,RC20030,1,2,1_Syrup_106;1_KWF10058_1
AC004009,4,9,1,Achievement_Name19,Achievement_Desc19,TRUE,RC30001,30,3,1_Syrup_160;1_KWF10059_1
AC004010,4,10,1,Achievement_Name20,Achievement_Desc20,FALSE,RC30010,1,2,1_Syrup_106;1_KWB10048_1
AC004011,4,11,1,Achievement_Name21,Achievement_Desc21,FALSE,RC30012,1,3,1_Syrup_160;1_KWB10049_1
AC004012,4,12,1,Achievement_Name22,Achievement_Desc22,TRUE,RC30017,10,2,1_Syrup_106;1_KWB10050_1
AC004013,4,13,1,Achievement_Name23,Achievement_Desc23,FALSE,RC30019,60,4,1_Syrup_213;1_KWB10051_1
AC004014,4,14,1,Achievement_Name24,Achievement_Desc24,FALSE,RC40001,1,4,1_Syrup_213;1_NT10083_1
AC004015,4,15,1,Achievement_Name25,Achievement_Desc25,FALSE,RC40002,333,5,1_Syrup_266;1_NT10084_1
AC004016,4,16,1,Achievement_Name26,Achievement_Desc26,FALSE,RC40003,1,5,1_Syrup_266;1_NT10085_1
AC004017,4,17,1,Achievement_Name27,Achievement_Desc24,FALSE,RC40004,1,4,1_Syrup_213;1_NT10086_1
AC004018,4,18,1,Achievement_Name28,Achievement_Desc24,FALSE,RC40005,1,4,1_Syrup_213;1_NT10087_1
AC005001,5,1,8,Achievement_Name29,Achievement_Desc28,FALSE,-1,1;2;3;4;5;6;7;8,1;1;2;2;2;3;3;4,1_Syrup_54;1_KWB10052_1;2_Syrup_54;2_KWF10060_1;3_Syrup_106;3_KWF10061_1;4_Syrup_106;4_KWB10053_1;5_Syrup_106;5_NT10026_1;6_Syrup_160;6_NT10072_1;7_Syrup_160;7_NT10091_1;8_Syrup_213;8_NT10095_1
AC005002,5,2,1,Achievement_Name30,Achievement_Desc29,FALSE,-1,1,1,1_KWB10055_1;1_NT10017_1
AC005003,5,3,1,Achievement_Name31,Achievement_Desc30,FALSE,-1,1,1,1_KWF10062_1;1_NT10003_1
AC005004,5,4,1,Achievement_Name32,Achievement_Desc31,FALSE,-1,1,1,1_KWF10063_1;1_NT10002_1
AC005005,5,5,1,Achievement_Name33,Achievement_Desc32,FALSE,-1,8,2,1_KWB10056_1;1_NT10024_1
AC005006,5,6,1,Achievement_Name34,Achievement_Desc33,FALSE,-1,1,2,1_KWF10064_1;1_NT10030_1
AC005007,5,7,1,Achievement_Name35,Achievement_Desc34,FALSE,-1,1,2,1_KWB10057_1;1_NT10007_1
AC005008,5,8,1,Achievement_Name36,Achievement_Desc35,FALSE,-1,1,3,1_KWB10058_1;1_NT10029_1
AC005009,5,9,1,Achievement_Name37,Achievement_Desc36,FALSE,-1,25,3,1_KWF10065_1;1_NT10077_1
AC006001,6,1,7,Achievement_Name38,Achievement_Desc37,FALSE,ModeLevel,2;5;8;11;14;17;20,1;2;3;4;4;5;5,1_Syrup_54;1_NT10011_1;2_Syrup_106;2_NT10025_1;3_Syrup_160;3_NT10037_1;4_KWF10053_1;4_NT10076_1;5_Syrup_213;5_NT10078_1;6_Syrup_266;6_NT10088_1;7_Syrup_266;7_NT10097_1
AC006002,6,2,1,Achievement_Name39,Achievement_Desc38,FALSE,-1,1,1,1_Syrup_54;1_NT10018_1
AC006003,6,3,1,Achievement_Name40,Achievement_Desc39,FALSE,-1,1,4,1_Syrup_213;1_NT10021_1
AC006004,6,4,1,Achievement_Name41,Achievement_Desc40,FALSE,-1,9,4,1_Syrup_213;1_NT10061_1
AC006005,6,5,1,Achievement_Name42,Achievement_Desc41,FALSE,-1,1,2,1_Syrup_106;1_NT10034_1
AC006006,6,6,1,Achievement_Name43,Achievement_Desc42,FALSE,-1,1,3,1_Syrup_160;1_NT10036_1
AC007001,7,1,2,Achievement_Name44,Achievement_Desc43,FALSE,-1,3;5,3;5,1_KWF10066_1;1_KWB10060_1;2_Syrup_266;2_KWB10061_1
AC007002,7,2,1,Achievement_Name45,Achievement_Desc44,FALSE,-1,20,5,1_Syrup_266;1_NT10074_1
AC007003,7,3,1,Achievement_Name46,Achievement_Desc45,FALSE,-1,6,4,1_Syrup_213;1_NT10067_1
AC007004,7,4,1,Achievement_Name47,Achievement_Desc46,FALSE,-1,1,5,1_Syrup_266;1_NT10054_1
AC007005,7,5,1,Achievement_Name48,Achievement_Desc47,FALSE,-1,2,5,1_Syrup_266;1_NT10032_1
AC007006,7,6,1,Achievement_Name49,Achievement_Desc48,FALSE,-1,50,3,1_Syrup_160;1_NT10033_1
AC007007,7,7,5,Achievement_Name50,Achievement_Desc49,FALSE,S10001,100;200;300;400;500,1;2;3;4;5,1_KWB10062_1;1_NT10027_1;2_KWB10063_1;2_NT10008_1;3_KWB10064_1;3_NT10028_1;4_KWB10065_1;5_NT10065_1
AC007008,7,8,1,Achievement_Name51,Achievement_Desc50,FALSE,S10020,1,4,1_Syrup_213;1_NT10089_1
AC007009,7,9,1,Achievement_Name52,Achievement_Desc51,TRUE,S10017,750,3,1_Syrup_160;1_NT10066_1
AC007010,7,10,1,Achievement_Name53,Achievement_Desc52,TRUE,S10002,100000,4,1_Syrup_213;1_KWF10067_1
AC007011,7,11,3,Achievement_Name54,Achievement_Desc53,FALSE,BattleStatUI_011,5000;10000;25000,2;3;4,1_KWF10068_1;2_KWF10069_1;3_Syrup_213;3_NT10068_1
AC007012,7,12,1,Achievement_Name55,Achievement_Desc53,FALSE,BattleStatUI_012,15000,3,1_Syrup_160;1_KWF10070_1
AC007013,7,13,3,Achievement_Name56,Achievement_Desc53,FALSE,BattleStatUI_016,7;11;14,2;3;4,1_KWF10071_1;1_NT10014_1;2_KWF10072_1;2_NT10009_1;3_Syrup_213;3_NT10070_1
AC007014,7,14,1,Achievement_Name57,Achievement_Desc53,FALSE,Status_MaxHP,7500,3,1_Syrup_160;1_KWF10073_1
AC007015,7,15,1,Achievement_Name58,Achievement_Desc53,FALSE,BattleStatUI_047,3000,2,1_Syrup_106;1_KWB10066_1
AC007016,7,16,1,Achievement_Name59,Achievement_Desc53,FALSE,BattleStatUI_048,1600,2,1_Syrup_106;1_KWB10067_1
AC007017,7,17,1,Achievement_Name60,Achievement_Desc53,FALSE,BattleStatUI_049,10,2,1_Syrup_106;1_KWF10074_1
AC007018,7,18,1,Achievement_Name61,Achievement_Desc54,FALSE,-1,1,3,1_Syrup_160;1_NT10099_1
AC008001,8,1,1,Achievement_Name62,Achievement_Desc56,TRUE,C10001,15,1,1_C10001_1
AC008002,8,2,1,Achievement_Name63,Achievement_Desc57,FALSE,C10002,4,1,1_C10002_1
AC008003,8,3,1,Achievement_Name64,Achievement_Desc58,FALSE,C10003,1150,1,1_C10003_1
AC008004,8,4,1,Achievement_Name65,Achievement_Desc59,FALSE,C10004,1700,1,1_C10004_1
AC008005,8,5,1,Achievement_Name66,Achievement_Desc71,FALSE,C10005,8500,1,1_C10005_1
AC008006,8,6,1,Achievement_Name67,Achievement_Desc58,FALSE,C10006,4100,1,1_C10006_1
AC008007,8,7,1,Achievement_Name68,Achievement_Desc61,FALSE,C10007,20,1,1_C10007_1
AC008008,8,8,1,Achievement_Name69,Achievement_Desc62,FALSE,C10008,12000,1,1_C10008_1
AC008009,8,9,1,Achievement_Name70,Achievement_Desc59,FALSE,C10009,1700,1,1_C10009_1
AC008010,8,10,1,Achievement_Name71,Achievement_Desc62,FALSE,C10010,5500,1,1_C10010_1
AC008011,8,11,1,Achievement_Name72,Achievement_Desc62,FALSE,C10011,4800,1,1_C10011_1
AC008012,8,12,1,Achievement_Name73,Achievement_Desc62,FALSE,C10012,5000,1,1_C10012_1
AC008013,8,13,1,Achievement_Name74,Achievement_Desc58,FALSE,C10013,1150,1,1_C10013_1
AC008014,8,14,1,Achievement_Name75,Achievement_Desc64,TRUE,C20001,400,2,1_C20001_1
AC008015,8,15,1,Achievement_Name76,Achievement_Desc65,FALSE,C20002,2000,2,1_C20002_1
AC008016,8,16,1,Achievement_Name77,Achievement_Desc66,FALSE,C20003,5800,2,1_C20003_1
AC008017,8,17,1,Achievement_Name78,Achievement_Desc67,FALSE,C20004,500,2,1_C20004_1
AC008018,8,18,1,Achievement_Name79,Achievement_Desc68,FALSE,C20005,11,2,1_C20005_1
AC008019,8,19,1,Achievement_Name80,Achievement_Desc69,FALSE,C20006,900,2,1_C20006_1
AC008020,8,20,1,Achievement_Name81,Achievement_Desc59,FALSE,C20007,550,2,1_C20007_1
AC008021,8,21,1,Achievement_Name82,Achievement_Desc62,FALSE,C20008,5500,2,1_C20008_1
AC008022,8,22,1,Achievement_Name83,Achievement_Desc57,FALSE,C20009,4,2,1_C20009_1
AC008023,8,23,1,Achievement_Name84,Achievement_Desc62,FALSE,C20010,4300,2,1_C20010_1
AC008024,8,24,1,Achievement_Name85,Achievement_Desc70,FALSE,C20011,3,2,1_C20011_1
AC008025,8,25,1,Achievement_Name86,Achievement_Desc62,FALSE,C20012,5800,2,1_C20012_1
AC008026,8,26,1,Achievement_Name87,Achievement_Desc59,FALSE,C20013,1650,2,1_C20013_1
AC008027,8,27,1,Achievement_Name88,Achievement_Desc69,FALSE,C30001,3700,3,1_C30001_1
AC008028,8,28,1,Achievement_Name89,Achievement_Desc65,FALSE,C30002,5500,3,1_C30002_1
AC008029,8,29,1,Achievement_Name90,Achievement_Desc71,FALSE,C30003,4000,3,1_C30003_1
AC008030,8,30,1,Achievement_Name91,Achievement_Desc56,TRUE,C30004,16,3,1_C30004_1
AC008031,8,31,1,Achievement_Name92,Achievement_Desc62,FALSE,C30005,9700,3,1_C30005_1
AC008032,8,32,1,Achievement_Name93,Achievement_Desc72,FALSE,C30006,7,3,1_C30006_1
AC008033,8,33,1,Achievement_Name94,Achievement_Desc73,FALSE,C30007,2500,3,1_C30007_1
AC008034,8,34,1,Achievement_Name95,Achievement_Desc62,FALSE,C30008,3300,3,1_C30008_1
AC008035,8,35,1,Achievement_Name96,Achievement_Desc74,FALSE,C30009,8,3,1_C30009_1
AC008036,8,36,1,Achievement_Name97,Achievement_Desc62,FALSE,C30010,5450,3,1_C30010_1
AC008037,8,37,1,Achievement_Name98,Achievement_Desc75,FALSE,C30011,5,3,1_C30011_1
AC008038,8,38,1,Achievement_Name99,Achievement_Desc76,FALSE,C30012,5.5,3,1_C30012_1
AC008039,8,39,1,Achievement_Name100,Achievement_Desc86,TRUE,C30013,1300,3,1_C30013_1
AC008040,8,40,1,Achievement_Name101,Achievement_Desc65,FALSE,C40001,7600,4,1_C40001_1
AC008041,8,41,1,Achievement_Name102,Achievement_Desc77,FALSE,C40002,1120,4,1_C40002_1
AC008042,8,42,1,Achievement_Name103,Achievement_Desc77,FALSE,C40003,1500,4,1_C40003_1
AC008043,8,43,1,Achievement_Name104,Achievement_Desc62,FALSE,C40004,6200,4,1_C40004_1
AC008044,8,44,1,Achievement_Name105,Achievement_Desc62,FALSE,C40005,7000,4,1_C40005_1
AC008045,8,45,1,Achievement_Name106,Achievement_Desc78,TRUE,C40006,3000,4,1_C40006_1
AC008046,8,46,1,Achievement_Name107,Achievement_Desc62,FALSE,C40007,5000,4,1_C40007_1
AC008047,8,47,1,Achievement_Name108,Achievement_Desc79,FALSE,C40008,8,4,1_C40008_1
AC008048,8,48,1,Achievement_Name109,Achievement_Desc80,FALSE,C40009,9,4,1_C40009_1
AC008049,8,49,1,Achievement_Name110,Achievement_Desc68,FALSE,C40010,7,4,1_C40010_1
AC008050,8,50,1,Achievement_Name111,Achievement_Desc62,FALSE,C40011,5500,4,1_C40011_1
AC008051,8,51,1,Achievement_Name112,Achievement_Desc81,FALSE,C40012,65,4,1_C40012_1
AC008052,8,52,1,Achievement_Name113,Achievement_Desc82,FALSE,C40013,7,4,1_C40013_1
AC008053,8,53,1,Achievement_Name114,Achievement_Desc56,TRUE,C50001,10,5,1_C50001_1
AC008054,8,54,1,Achievement_Name115,Achievement_Desc83,TRUE,C50002,800,5,1_C50002_1
AC008055,8,55,1,Achievement_Name116,Achievement_Desc62,FALSE,C50003,20000,5,1_C50003_1
AC008056,8,56,1,Achievement_Name117,Achievement_Desc73,FALSE,C50004,5200,5,1_C50004_1
AC008057,8,57,1,Achievement_Name118,Achievement_Desc84,TRUE,C50005,500,5,1_C50005_1
AC008058,8,58,1,Achievement_Name119,Achievement_Desc56,TRUE,C50006,15,5,1_C50006_1
AC008059,8,59,1,Achievement_Name120,Achievement_Desc62,FALSE,C50007,20000,5,1_C50007_1
AC008060,8,60,1,Achievement_Name121,Achievement_Desc85,TRUE,C50008,500,5,1_C50008_1
AC008061,8,61,1,Achievement_Name123,Achievement_Desc76,FALSE,C10014,15,1,1_C10014_1
AC008062,8,62,1,Achievement_Name124,Achievement_Desc60,FALSE,C10015,850,1,1_C10015_1
AC008063,8,63,1,Achievement_Name125,Achievement_Desc69,FALSE,C20014,2500,2,1_C20014_1
AC008064,8,64,1,Achievement_Name126,Achievement_Desc88,TRUE,C20015,400,2,1_C20015_1
AC008065,8,65,1,Achievement_Name127,Achievement_Desc89,TRUE,C30014,100000,3,1_C30014_1
AC008066,8,66,1,Achievement_Name128,Achievement_Desc59,FALSE,C40014,4000,4,1_C40014_1
AC008067,8,67,1,Achievement_Name129,Achievement_Desc59,FALSE,C50009,2500,5,1_C50009_1
