RuneID,Name,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7
RC20049,괘종시계,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20050,날치,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20051,허클,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20052,아리아,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20053,슈가,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20054,페르젠,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20055,카오,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20056,웡키,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20057,마이크,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20058,모카딘,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20059,카리아인,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20060,도공,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20061,줄라이,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20062,설희,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20063,CQ57,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20064,플레드,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20065,베어,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20066,T-Boy,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC20067,박첨지,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
RC20068,드랭,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
RC20069,랑,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
RC20070,크로우,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
RC20071,홍아,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
RC20072,다담지,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RC30001,기억하고 있는 자,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30002,가면신사,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30003,브로커 한,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30004,겔리메르,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30005,미스터 핥,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30006,켄타,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30007,마이,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30008,키르스턴,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30009,스피루나,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30010,피그미,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30011,무공,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30012,프란시스,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30013,관조자,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30014,반 레온,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30015,김박사,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30016,멍테일,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30017,윈스턴,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30018,마하,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC30019,달리어,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC40001,메르세데스,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC40002,아란,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC40003,팬텀,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC40004,루미너스,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RC40005,에반,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
