PresetID,SetSeason,UnitCount,CharID_1,CharID_2,CharID_3,CharID_4,CharID_5,CharID_6,CharID_7,CharID_8,CharID_9,CharID_10,CharID_11,CharID_12,NeedSynergy,UseRuneType,Explain
EP014030025,1.4,3,C10019,C20004,C20019,,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10024_Normal,"2 처형자, 1 전직교관"
EP014030026,1.5,3,C10020,C20020,C20021,,,,,,,,,,S10035_Rune,Battle/Synergy_S10035_Normal,4 결투가
EP014030027,1.5,3,C10009,C10020,C20020,,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10022_Normal,"2 결투가, 2 시그너스"
EP014030028,1.5,3,C20006,C20020,C20021,,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10019_Normal,"2 결투가, 2 루디브리엄"
EP014030029,1.5,3,C10020,C20004,C20020,,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10024_Normal,"2 결투가, 1 전직교관"
EP014030030,1.5,3,C20004,C20020,C20021,,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10024_Normal,"2 결투가, 1 전직교관"
EP014040001,1,4,C10004,C20002,C20012,C30001,,,,,,,,,-,Battle/Synergy_S10001_Normal/Synergy_S10016_Normal/Synergy_S10020_Normal/Synergy_S10020_Add,"3 마스코트, 2 엘나스, 2 예티와 페페, 2 아케인리버"
EP014040002,1,4,C20004,C20006,C30002,C30003,,,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"3 수호대, 2 루디브리엄, 1 전직교관"
EP014040003,1,4,C10003,C10006,C30004,C30005,,,,,,,,,-,Battle/Synergy_S10003_Normal,4 선봉장
EP014040004,1,4,C20005,C30005,C30006,C30007,,,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10022_Normal,"3 마법사, 2 시그너스"
EP014040005,1,4,C10010,C20002,C30001,C30008,,,,,,,,,-,Battle/Synergy_S10006_Normal/Synergy_S10016_Normal,"2 사냥꾼, 2 엘나스, 2 예티와 페페"
EP014040006,1,4,C20001,C20007,C30009,C30010,,,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10025_Normal/Synergy_S10024_Normal,"3 그림자, 2 기사단장, 1 전직교관"
EP014040007,1,4,C10011,C20002,C20008,C30001,,,,,,,,,-,Battle/Synergy_S10008_Normal/Synergy_S10016_Normal,"2 추격자, 2 엘나스, 2 예티와 페페"
EP014040008,1,4,C20009,C20010,C30004,C30011,,,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10018_Normal,"3 싸움꾼, 2 슬리피우드"
EP014040009,1,4,C10008,C10012,C20011,C30013,,,,,,,,,S10010_All,Battle/Synergy_S10010_Normal/Synergy_S10024_Normal,"4 저격수, 1 전직교관"
EP014040010,1,4,C10004,C20012,C20013,C30012,,,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Normal/Synergy_S10020_Add,"3 방해꾼, 3 아케인 리버"
EP014040011,1,4,C20003,C20004,C20005,C30002,,,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"3 시간의 신전, 3 수호대, 1 전직교관"
EP014040012,1,4,C20002,C20009,C30001,C30008,,,,,,,,,-,Battle/Synergy_S10016_Normal,"4 엘나스, 2 예티와 페페"
EP014040013,1,4,C10013,C20013,C30011,C30012,,,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal/Synergy_S10020_Normal/Synergy_S10020_Add,"3 빅토리아 아일랜드, 3 방해꾼"
EP014040014,1,4,C20010,C30004,C30005,C30006,,,,,,,,,-,Battle/Synergy_S10018_Normal/Synergy_S10003_Normal/Synergy_S10022_Normal,"2 슬리피우드, 2 선봉장, 2 시그너스"
EP014040015,1,4,C20006,C30003,C30006,C30007,,,,,,,,,-,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal,"2 루디브리엄, 3 마법사"
EP014040016,1,4,C10006,C10012,C20008,C30004,,,,,,,,,-,Battle/Synergy_S10021_Normal/Synergy_S10003_Normal,"3 오르비스, 2 선봉장"
EP014040017,1,4,C10010,C20011,C30007,C30008,,,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10006_Normal,"3 모험가, 2 사냥꾼"
EP014040018,1,4,C20001,C20007,C20009,C30011,,,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10009_Normal,"2 기사단장, 3 싸움꾼"
EP014040019,1.1,4,C10014,C10015,C20014,C20015,,,,,,,,,S10031_Rune,Battle/Synergy_S10031_Normal,5 아랫마을
EP014040020,1.1,4,C10014,C10015,C20014,C30014,,,,,,,,,S10031_Rune,Battle/Synergy_S10031_Normal,5 아랫마을
EP014040021,1.1,4,C10014,C10015,C20015,C30014,,,,,,,,,S10031_Rune,Battle/Synergy_S10031_Normal,5 아랫마을
EP014040022,1.1,4,C10014,C20014,C20015,C30014,,,,,,,,,S10031_Rune,Battle/Synergy_S10031_Normal,5 아랫마을
EP014040023,1.1,4,C10015,C20014,C20015,C30014,,,,,,,,,S10031_Rune,Battle/Synergy_S10031_Normal,5 아랫마을
EP014040024,1.2,4,C10016,C20016,C20017,C30015,,,,,,,,,S10032_Rune,Battle/Synergy_S10032_Normal,"5 마가티아, 1 책사"
EP014040025,1.2,4,C20008,C20016,C20017,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10008_Normal,"3 마가티아, 2 추격자, 1 책사"
EP014040026,1.2,4,C20016,C20017,C30008,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10006_Normal,"3 마가티아, 2 사냥꾼, 1 책사"
EP014040027,1.2,4,C20016,C20017,C30010,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 1 전직교관, 1 책사"
EP014040028,1.2,4,C20016,C20017,C30013,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 1 전직교관, 1 책사"
EP014040029,1.3,4,C10017,C10018,C20018,C30016,,,,,,,,,S10033_Rune,Battle/Synergy_S10033_Normal,5 미우미우
EP014040030,1.3,4,C10018,C20008,C20018,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10008_Normal,"3 미우미우, 2 추격자"
EP014040031,1.3,4,C10018,C20018,C30010,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 1 전직교관"
EP014040032,1.3,4,C10017,C20018,C30013,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 1 전직교관"
EP014040033,1.3,4,C10017,C20004,C20018,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 1 전직교관"
EP014040034,1.4,4,C10019,C20019,C30017,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal,4 처형자
EP014040035,1.4,4,C20004,C30001,C30017,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10016_Normal/Synergy_S10024_Normal,"2 처형자, 2 엘나스, 1 전직교관"
EP014040036,1.4,4,C10019,C30004,C30005,C30017,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10018_Normal/Synergy_S10003_Normal/Synergy_S10022_Normal,"2 처형자, 2 슬리피우드, 2 선봉장, 2 시그너스"
EP014040037,1.4,4,C20019,C30011,C30012,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10017_Normal,"2 처형자, 3 빅토리아 아일랜드"
EP014040038,1.4,4,C10009,C10019,C30008,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10022_Normal/Synergy_S10016_Normal/Synergy_S10006_Normal,"2 처형자, 2 시그너스, 2 엘나스, 2 사냥꾼"
EP014040039,1.5,4,C10020,C20020,C20021,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal,4 결투가
EP014040040,1.5,4,C10009,C10020,C30008,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10016_Normal/Synergy_S10006_Normal/Synergy_S10022_Normal,"2 결투가, 2 엘나스, 2 사냥꾼, 2 시그너스"
EP014040041,1.5,4,C20021,C30003,C30010,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"2 결투가, 2 루디브리엄, 1 전직교관"
EP014040042,1.5,4,C20020,C30011,C30012,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10017_Normal,"2 결투가, 3 빅토리아 아일랜드"
EP014040043,1.5,4,C10020,C30005,C30010,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10022_Normal/Synergy_S10024_Normal,"2 결투가, 2 시그너스, 1 전직교관"
EP014040044,1.6,4,C10021,C20022,C30020,C30021,,,,,,,,,S10036_Rune,Battle/Synergy_S10036_Normal,5 판타스틱 테마파크
EP014040045,1.6,4,C20022,C30005,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10003_Normal,"3 판타스틱 테마파크, 2 선봉장"
EP014040046,1.6,4,C20022,C30013,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10010_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 2 저격수, 1 전직교관"
EP014040047,1.6,4,C10021,C20008,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10008_Normal,"3 판타스틱 테마파크, 2 추격자"
EP014040048,1.6,4,C20022,C30010,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 1 전직교관"
EP014050001,1,5,C10001,C10002,C10004,C20002,C30001,,,,,,,,-,Battle/Synergy_S10001_Normal/Synergy_S10020_Add,"5 마스코트, 2 엘나스, 2 예티와 페페"
EP014050002,1,5,C20003,C20004,C30002,C30003,C40001,,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"5 수호대, 1 전직교관"
EP014050003,1,5,C10003,C10006,C30004,C30005,C40006,,,,,,,,-,Battle/Synergy_S10003_Normal,"4 선봉장, 2 슬리피우드"
EP014050004,1,5,C20005,C20006,C30006,C30007,C40002,,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 1 전직교관"
EP014050005,1,5,C10009,C10010,C30001,C30008,C40007,,,,,,,,S10006_All,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
EP014050006,1,5,C20006,C20007,C30009,C30010,C40008,,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 1 전직교관"
EP014050007,1,5,C10006,C10011,C20008,C30004,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 선봉장"
EP014050008,1,5,C20001,C20009,C20010,C30011,C40010,,,,,,,,-,Battle/Synergy_S10009_Normal,"5 싸움꾼, 2 엘나스"
EP014050009,1,5,C10012,C20011,C30007,C30013,C40013,,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관"
EP014050010,1,5,C10013,C20012,C20013,C30012,C40007,,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Normal/Synergy_S10020_Add,"5 방해꾼, 2 아케인리버"
EP014050011,1,5,C10003,C10008,C20003,C20005,C30002,,,,,,,,-,Battle/Synergy_S10015_Normal,"5 시간의 신전, 1 책사"
EP014050012,1,5,C20002,C20009,C30001,C30011,C40010,,,,,,,,-,Battle/Synergy_S10016_Normal/Synergy_S10009_Normal,"4 엘나스, 3 싸움꾼, 2 예티와 페페"
EP014050013,1,5,C10002,C10005,C10013,C30011,C30012,,,,,,,,-,Battle/Synergy_S10017_Normal,5 빅토리아 아일랜드
EP014050014,1,5,C10009,C20010,C30004,C30005,C40006,,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal,"4 슬리피우드, 2 시그너스, 2 선봉장, 2 사냥꾼"
EP014050015,1,5,C20006,C30003,C30006,C30007,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal,"4 루디브리엄, 3 마법사, 1 책사"
EP014050016,1,5,C10004,C10009,C20012,C20013,C40007,,,,,,,,-,Battle/Synergy_S10020_Normal/Synergy_S10011_Normal/Synergy_S10020_Add,"3 아케인 리버, 3 방해꾼, 2 사냥꾼, 2 시그너스"
EP014050017,1,5,C10006,C10007,C10012,C20008,C40009,,,,,,,,-,Battle/Synergy_S10021_Normal,"5 오르비스, 2 추격자"
EP014050018,1,5,C10009,C30005,C30006,C30009,C40007,,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 2 사냥꾼"
EP014050019,1,5,C10010,C20004,C20011,C30007,C40013,,,,,,,,S10023_All,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"5 모험가, 2 저격수, 1 전직교관"
EP014050020,1,5,C20001,C20007,C30009,C30010,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal/Synergy_S10007_Normal,"4 기사단장, 3 그림자, 1 전직교관"
EP014050021,1.1,5,C10015,C20014,C20015,C30014,C40014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP014050022,1.1,5,C10014,C20014,C20015,C30014,C40014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP014050023,1.1,5,C10014,C10015,C20015,C30014,C40014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP014050024,1.1,5,C10014,C10015,C20014,C30014,C40014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP014050025,1.1,5,C10014,C10015,C20014,C20015,C40014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP014050026,1.2,5,C10016,C20016,C20017,C30015,C40015,,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 1 책사"
EP014050027,1.2,5,C10008,C20016,C20017,C30015,C40005,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10005_Normal,"3 마가티아, 3 책사"
EP014050028,1.2,5,C10009,C20016,C30005,C30015,C40015,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10003_Normal/Synergy_S10006_Normal/Synergy_S10022_Normal,"3 마가티아, 2 선봉장, 2 사냥꾼, 2 시그너스"
EP014050029,1.2,5,C10011,C20016,C30008,C30015,C40015,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10008_Normal/Synergy_S10006_Normal/Synergy_S10016_Normal,"3 마가티아, 2 추격자, 2 엘나스, 2 사냥꾼"
EP014050030,1.2,5,C10016,C20004,C20017,C30003,C40015,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"3 마가티아, 3 수호대, 1 전직교관"
EP014050031,1.3,5,C10017,C10018,C20018,C30016,C40016,,,,,,,,-,Battle/Synergy_S10033_Normal,"5 미우미우, 1 책사"
EP014050032,1.3,5,C10018,C20018,C30007,C30016,C40002,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10004_Normal/Synergy_S10024_Normal,"3 미우미우, 3 마법사, 1 전직교관"
EP014050033,1.3,5,C20004,C20018,C30003,C30016,C40016,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"3 미우미우, 3 수호대, 1 전직교관"
EP014050034,1.3,5,C10017,C20012,C20013,C20018,C40016,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10011_Normal/Synergy_S10020_Normal,"3 미우미우, 3 방해꾼, 2 아케인리버"
EP014050035,1.3,5,C10018,C20008,C20018,C30016,C40002,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10008_Normal/Synergy_S10024_Normal,"3 미우미우, 2 추격자, 1 전직교관"
EP014050036,1.4,5,C10019,C20019,C30017,C30018,C40010,,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 엘나스"
EP014050037,1.4,5,C10019,C20019,C30017,C30018,C40006,,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 슬리피우드"
EP014050038,1.4,5,C10019,C20019,C30017,C30018,C40007,,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 시그너스"
EP014050039,1.4,5,C10019,C20019,C30017,C30018,C40002,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10024_Normal,"4 처형자, 1 전직교관"
EP014050040,1.4,5,C10019,C20019,C30013,C30017,C30018,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10024_Normal,"4 처형자, 1 전직교관"
EP014050041,1.5,5,C10020,C20020,C20021,C30019,C40017,,,,,,,,S10035_Rune,Battle/Synergy_S10035_Normal,6 결투가
EP014050042,1.5,5,C20020,C20021,C30008,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 엘나스"
EP014050043,1.5,5,C20020,C20021,C30003,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 루디브리엄"
EP014050044,1.5,5,C10020,C20021,C30009,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 시그너스"
EP014050045,1.5,5,C20020,C20021,C30010,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10024_Normal,"4 결투가, 1 전직교관"
EP014050046,1.6,5,C10021,C20022,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal,5 판타스틱 테마파크
EP014050047,1.6,5,C20010,C30011,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10009_Normal,"3 판타스틱 테마파크, 3 싸움꾼"
EP014050048,1.6,5,C20012,C20013,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10011_Normal/Synergy_S10020_Normal,"3 판타스틱 테마파크, 3 방해꾼, 2 아케인리버"
EP014050049,1.6,5,C20010,C30004,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10003_Normal/Synergy_S10018_Normal,"3 판타스틱 테마파크, 2 선봉장, 2 슬리피우드"
EP014050050,1.6,5,C10003,C30013,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10010_Normal/Synergy_S10003_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 2 저격수, 2 선봉장, 1 전직교관"
EP014060001,1,6,C10001,C10002,C10004,C20002,C30001,C30011,,,,,,,-,Battle/Synergy_S10001_Normal/Synergy_S10020_Add,"5 마스코트, 3 빅토리아 아일랜드, 2 엘나스, 2 예티와 페페"
EP014060002,1,6,C20003,C20004,C20005,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관"
EP014060003,1,6,C10003,C10006,C30004,C30005,C40006,C40007,,,,,,,-,Battle/Synergy_S10003_Normal,"4 선봉장, 2 슬리피우드, 2 시그너스, 2 사냥꾼"
EP014060004,1,6,C20006,C30003,C30006,C30007,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 루디브리엄, 1 전직교관"
EP014060005,1,6,C10008,C20003,C30002,C30003,C40004,C40005,,,,,,,-,Battle/Synergy_S10005_Normal,"3 책사, 3 시간의 신전, 3 수호대, 2 루디브리엄"
EP014060006,1,6,C10009,C10010,C30001,C30008,C40007,C40012,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
EP014060007,1,6,C20006,C20007,C30003,C30009,C30010,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 루디브리엄, 1 전직교관"
EP014060008,1,6,C10011,C20002,C20008,C30001,C40009,C40010,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 4 엘나스, 2 예티와 페페"
EP014060009,1,6,C20009,C20010,C30004,C30011,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal,"5 싸움꾼, 2 슬리피우드, 2 엘나스"
EP014060010,1,6,C10012,C20011,C30007,C30013,C40001,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관"
EP014060011,1,6,C10009,C10013,C20012,C20013,C30012,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Normal/Synergy_S10020_Add,"5 방해꾼, 2 아케인리버, 2 시그너스, 2 사냥꾼"
EP014060012,1,6,C10003,C10008,C20003,C20005,C30002,C40001,,,,,,,-,Battle/Synergy_S10015_Normal,"5 시간의 신전, 3 수호대, 1 책사"
EP014060013,1,6,C10011,C20002,C20009,C30001,C30008,C40010,,,,,,,-,Battle/Synergy_S10016_Normal,"6 엘나스, 2 예티와 페페"
EP014060014,1,6,C10002,C10005,C10013,C30011,C30012,C40007,,,,,,,-,Battle/Synergy_S10017_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
EP014060015,1,6,C10003,C10006,C20010,C30004,C30005,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10003_Normal,"4 슬리피우드, 4 선봉장"
EP014060016,1,6,C10008,C20006,C30003,C30006,C40004,C40005,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal,"4 루디브리엄, 3 책사, 2 시그너스"
EP014060017,1,6,C10004,C20002,C20012,C20013,C30001,C40007,,,,,,,-,Battle/Synergy_S10020_Normal/Synergy_S10020_Add,"3 아케인리버, 3 마스코트, 3 방해꾼 2 엘나스, 2 예티와 페페"
EP014060018,1,6,C10006,C10007,C10012,C20008,C30004,C40009,,,,,,,-,Battle/Synergy_S10021_Normal,"5 오르비스, 2 추격자, 2 선봉장"
EP014060019,1,6,C10009,C30004,C30005,C30006,C40005,C40007,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 2 선봉장, 2 사냥꾼, 1 책사"
EP014060020,1,6,C10010,C20011,C30007,C30008,C40001,C40013,,,,,,,-,Battle/Synergy_S10023_Normal,"5 모험가, 2 저격수, 2 사냥꾼"
EP014060021,1,6,C20001,C20007,C20009,C30011,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal,"4 기사단장, 3 싸움꾼"
EP014060022,1.1,6,C10014,C20014,C20015,C30004,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal,"5 아랫마을, 2 선봉장"
EP014060023,1.1,6,C10015,C20014,C20015,C30014,C40012,C40014,,,,,,,-,Battle/Synergy_S10031_Normal,"5 아랫마을, 2 사냥꾼"
EP014060024,1.1,6,C10015,C20014,C20015,C30014,C40002,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP014060025,1.1,6,C10014,C20014,C20015,C30010,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP014060026,1.1,6,C10014,C20014,C20015,C30013,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP014060027,1.2,6,C10016,C20016,C20017,C30004,C30015,C40015,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 2 선봉장"
EP014060028,1.2,6,C10016,C20016,C20017,C30015,C40009,C40015,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 2 추격자"
EP014060029,1.2,6,C10016,C20016,C20017,C30015,C40012,C40015,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 2 사냥꾼"
EP014060030,1.2,6,C10016,C20016,C20017,C30015,C40002,C40015,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"5 마가티아, 1 전직교관"
