PresetID,SetSeason,UnitCount,CharID_1,CharID_2,CharID_3,CharID_4,CharID_5,CharID_6,CharID_7,CharID_8,CharID_9,CharID_10,CharID_11,CharID_12,NeedSynergy,UseRuneType,Explain
EP015050040,1.4,5,C10019,C20019,C30017,C30018,C40002,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10024_Normal,"4 처형자, 1 전직교관"
EP015050041,1.4,5,C10019,C20019,C30017,C30013,C30018,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10024_Normal,"4 처형자, 1 전직교관"
EP015050042,1.5,5,C10020,C20020,C20021,C30019,C40017,,,,,,,,S10035_Rune,Battle/Synergy_S10035_Normal,6 결투가
EP015050043,1.5,5,C10020,C20020,C30008,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 엘나스"
EP015050044,1.5,5,C20020,C20021,C30003,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 루디브리엄"
EP015050045,1.5,5,C10020,C20021,C30005,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 시그너스"
EP015050046,1.5,5,C20020,C20021,C30010,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10024_Normal,"4 결투가, 1 전직교관"
EP015050047,1.6,5,C10021,C20022,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal,5 판타스틱 테마파크
EP015050048,1.6,5,C20009,C30011,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10009_Normal,"3 판타스틱 테마파크, 3 싸움꾼"
EP015050049,1.6,5,C20012,C20013,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10011_Normal,"3 판타스틱 테마파크, 3 방해꾼"
EP015050050,1.6,5,C20010,C30004,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10003_Normal/Synergy_S10018_Normal,"3 판타스틱 테마파크, 2 선봉장, 2 슬리피우드"
EP015050051,1.6,5,C20022,C30005,C30013,C30020,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10010_Normal/Synergy_S10003_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 2 저격수, 2 선봉장, 1 전직교관"
EP015060001,1,6,C10001,C10002,C10004,C20002,C30001,C30011,,,,,,,-,Battle/Synergy_S10001_Normal,"5 마스코트, 3 빅토리아 아일랜드, 2 엘나스, 2 예티와 페페"
EP015060002,1,6,C10005,C20003,C20004,C30002,C30003,C40001,,,,,,,S10002_Rune,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"7 수호대, 1 전직교관"
EP015060003,1,6,C10003,C10006,C30004,C30005,C40006,C40007,,,,,,,-,Battle/Synergy_S10003_Normal,"4 선봉장, 2 사냥꾼, 2 슬리피우드, 2 시그너스"
EP015060004,1,6,C20005,C20006,C30006,C30007,C40002,C40003,,,,,,,S10004_Rune,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 1 전직교관"
EP015060005,1,6,C10008,C20003,C30002,C30003,C40004,C40005,,,,,,,-,Battle/Synergy_S10005_Normal,"3 책사, 3 수호대, 3 시간의 신전, 2 루디브리엄"
EP015060006,1,6,C10009,C10010,C30004,C30008,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 슬리피우드, 2 시그너스"
EP015060007,1,6,C20006,C20007,C30009,C30010,C40008,C40011,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 시그너스, 1 전직교관"
EP015060008,1,6,C10006,C10011,C20008,C30005,C40009,C40011,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 2 선봉장, 2 시그너스"
EP015060009,1,6,C20001,C20009,C20010,C30011,C40010,C40011,,,,,,,S10009_Rune,Battle/Synergy_S10009_Normal,"7 싸움꾼, 2 엘나스"
EP015060010,1,6,C10012,C20011,C30003,C30013,C40001,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관"
EP015060011,1,6,C10013,C20012,C20013,C30011,C40005,C40007,,,,,,,-,Battle/Synergy_S10011_Normal,"5 방해꾼, 2 시그너스, 2 아케인리버, 1 책사"
EP015060012,1,6,C10003,C10008,C20003,C20004,C20005,C30002,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 시간의 신전, 3 수호대, 1 전직교관, 1 책사"
EP015060013,1,6,C10011,C20002,C20009,C30001,C30008,C40010,,,,,,,-,Battle/Synergy_S10016_Normal,"6 엘나스, 2 예티와 페페"
EP015060014,1,6,C10001,C10002,C10005,C10013,C30011,C30012,,,,,,,S10017_Rune,Battle/Synergy_S10017_Normal,7 빅토리아 아일랜드
EP015060015,1,6,C20010,C30004,C30005,C30013,C40006,C40007,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal,4 슬리피우드
EP015060016,1,6,C20006,C30002,C30003,C30010,C40001,C40004,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 수호대, 1 전직교관, 1 책사"
EP015060017,1,6,C10004,C10009,C20012,C20013,C40002,C40007,,,,,,,S10020_Rune,Battle/Synergy_S10020_Normal,"4 아케인리버, 3 방해꾼, 2 시그너스, 2 사냥꾼, 1 전직교관"
EP015060018,1,6,C10006,C10007,C10012,C20008,C30004,C40009,,,,,,,-,Battle/Synergy_S10021_Normal,"5 오르비스, 2 선봉장"
EP015060019,1,6,C10009,C30004,C30005,C30006,C40007,C40011,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 2 선봉장"
EP015060020,1,6,C10010,C20011,C30007,C30013,C40001,C40013,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"5 모험가, 2 저격수, 1 전직교관"
EP015060021,1,6,C20001,C20007,C20009,C30011,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal,"4 기사단장, 3 싸움꾼"
EP015060022,1.1,6,C10014,C20014,C20015,C30005,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal,"5 아랫마을, 2 선봉장"
EP015060023,1.1,6,C10015,C20014,C20015,C30014,C40012,C40014,,,,,,,-,Battle/Synergy_S10031_Normal,"5 아랫마을, 2 사냥꾼"
EP015060024,1.1,6,C10015,C20014,C20015,C30014,C40002,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP015060025,1.1,6,C10014,C20014,C20015,C30010,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP015060026,1.1,6,C10015,C20014,C20015,C30013,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
