id,name,grade,description,sellingPrice,buyingPrice,option,category,minLevel,offsetX,offsetY,scale,ruid,outglow,fixedItem,notNoticeUse,expireDate
5_000018,꿀벌 말풍선,normal,"장착 시, 꿀벌 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,567712a42e654ca18affe85e5f6da28c,　,,0,
5_000020,수박 명찰,normal,"장착 시, 수박 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0dd43734e6dc4597899e67d44a6cae7d,　,,0,
5_000021,수박 말풍선,normal,"장착 시, 수박 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,491c73810b7744a295087d7a0f43bbb0,　,,0,
5_000023,파도 명찰,normal,"장착 시, 파도 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0dfa1880cdef45f6bf9179e9f3da78a2,　,,0,
5_000024,파도 말풍선,normal,"장착 시, 파도 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,13b03db187d54c5bb6a73b606eff349c,　,,0,
5_000026,딸기 케이크 명찰,normal,"장착 시, 딸기 케이크 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,137ba24511b6438fb912c8453955393c,　,,0,
5_000027,딸기 케이크 말풍선,normal,"장착 시, 딸기 케이크 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,4b87c8aa65c0415b9ef8fbfd1f030825,　,,0,
5_000029,초월석 명찰,normal,"장착 시, 초월석 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,14ecbb1f39c04493a04092de524ed192,　,,0,
5_000030,초월석 말풍선,normal,"장착 시, 초월석 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,d7c9324db1d6483b8379ed5c796da291,　,,0,
5_000032,파인애플 명찰,normal,"장착 시, 파인애플 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,199ba39682c142798bc9efddd8bab1b4,　,,0,
5_000033,파인애플 말풍선,normal,"장착 시, 파인애플 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,1d09daab3d674935a4728161666f2a62,　,,0,
5_000035,꽥꽥 오리 명찰,normal,"장착 시, 꽥꽥 오리 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,1cbf5fb26b3a4b05901f73b475a2eee4,　,,0,
5_000036,꽥꽥 오리 말풍선,normal,"장착 시, 꽥꽥 오리 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,5fdbac4d4bf84c0b96ef256744fd373c,　,,0,
5_000038,천사 명찰,normal,"장착 시, 천사 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,23fde2621786484696376e720f21fcd9,　,,0,
5_000039,천사 말풍선,normal,"장착 시, 천사 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,221cc8f1eacc42e68c83d202d49caacc,　,,0,
5_000041,토끼 명찰,normal,"장착 시, 토끼 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,26314c51c215408c81e23bdc0452354b,　,,0,
5_000042,토끼 말풍선,normal,"장착 시, 토끼 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,3c3727c28f6543fab5986758c213b69b,　,,0,
5_000044,몽키 바나나 명찰,normal,"장착 시, 몽키 바나나 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,26778adb00ec472bb9bb6e6e774c4084,　,,0,
5_000045,몽키 바나나 말풍선,normal,"장착 시, 몽키 바나나 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,62630b043f874e72ad847a656846eed2,　,,0,
5_000047,미라 명찰,normal,"장착 시, 미라 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,33bd0e500ede42ebbc274cb5f71527c5,　,,0,
5_000048,미라 말풍선,normal,"장착 시, 미라 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,2185df3c36f648c2bbce8904f7e45e8b,　,,0,
5_000049,스타 플래닛 대미지 스킨,legendary,"장착 시, 스타 플래닛 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,1e3536f16f084db28f8ff22c7126fc93,　,,0,
5_000050,스타 명찰,normal,"장착 시, 스타 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,34e0e676c6194f0aade1e5250cee1d12,　,,0,
5_000051,스타 말풍선,normal,"장착 시, 스타 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,98b75aca1e51452fb43495a1139cc8f4,　,,0,
5_000053,블루 리본 명찰,normal,"장착 시, 블루 리본 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,35b2df66536c4fc2a5039837afa579dd,　,,0,
5_000056,꿈속의 설경 명찰,normal,"장착 시, 꿈속의 설경 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,36d2bfc6563e45c9815c97b560a4c348,　,,0,
5_000057,꿈속의 설경 말풍선,normal,"장착 시, 꿈속의 설경 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,3de325c785274f0f8d93a2b1c499c6f1,　,,0,
5_000059,수묵화 명찰,normal,"장착 시, 수묵화 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,3a9b7856b4ba42c0ba29ea130264cce4,　,,0,
5_000060,수묵화 말풍선,normal,"장착 시, 수묵화 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,09bd1b7b6ea645bca729c3176016fbd9,　,,0,
5_000062,태엽의 기사 명찰,normal,"장착 시, 태엽의 기사 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,408c1b643f1d47e5a42ca9a18b351c02,　,,0,
5_000063,태엽의 기사 말풍선,normal,"장착 시, 태엽의 기사 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,84c2be120495471b90572efd42755c8d,　,,0,
5_000065,청사과 명찰,normal,"장착 시, 청사과 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,41120497ee40438f8ee62a5ab320f032,　,,0,
5_000066,청사과 말풍선,normal,"장착 시, 청사과 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,90ed9ca21071485186c8dadba4937066,　,,0,
5_000068,매화 명찰,normal,"장착 시, 매화 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,4163d34daf75424b9d935ad77c69168d,　,,0,
5_000069,매화 말풍선,normal,"장착 시, 매화 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,fa772a065d3f4bd2b134dbc616cac2f6,　,,0,
5_000070,병아리 대미지 스킨,normal,"장착 시, 병아리 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0e217369e716429a99e4712b5f19dfbf,　,,0,
5_000071,병아리 명찰,normal,"장착 시, 병아리 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,498cbfe9e3624da282153e4970d8d95a,　,,0,
5_000072,병아리 말풍선,normal,"장착 시, 병아리 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,d33789c182134e36b0bfd4dba623abe4,　,,0,
5_000073,악보 대미지 스킨,normal,"장착 시, 악보 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,1fdd4c60064b4f789254fcfeb4ec9cb4,　,,0,
5_000074,높은 음자리표 명찰,normal,"장착 시, 높은 음자리표 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,49859b2f59754612984be1f4630dbac8,　,,0,
5_000075,높은 음자리표 말풍선,normal,"장착 시, 높은 음자리표 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,a4f2af7d7f9b4768b55e229645de8f5f,　,,0,
5_000077,개구리 명찰,normal,"장착 시, 개구리 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,4eb642497d7946e5a34dc3e2d312a655,　,,0,
5_000078,개구리 말풍선,normal,"장착 시, 개구리 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,14f207d5670e44049fa12cebdd009f2a,　,,0,
5_000079,크리스마스 대미지 스킨,normal,"장착 시, 크리스마스 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0e6c72c804db47e280688fed91232f9b,　,,0,
5_000080,크리스마스 명찰,normal,"장착 시, 크리스마스 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,503de897ba10445fb1a32b1d36e37d74,　,,0,
5_000081,크리스마스 말풍선,normal,"장착 시, 크리스마스 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0dd2f24710774d4f8b6d0a668c76b7ca,　,,0,
5_000083,그린 포레스트 명찰,normal,"장착 시, 그린 포레스트 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,618ae02b64ae4ec48f7069c81c0cb4ba,　,,0,
5_000084,그린 포레스트 말풍선,normal,"장착 시, 그린 포레스트 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,3818741d9b3d4d8d871219ae80b69b2f,　,,0,
5_000086,세뱃돈 디펜스 명찰,normal,"장착 시, 세뱃돈 디펜스 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,6d145b1e02ed45f18445818b3813f18f,　,,0,
5_000087,세뱃돈 디펜스 말풍선,normal,"장착 시, 세뱃돈 디펜스 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,04969ed9406c4c52af4182c79d2f8c93,　,,0,
5_000089,NOVA 명찰,normal,"장착 시, NOVA 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,7a8cafef326d4d8697c685a90b615eca,　,,0,
5_000090,NOVA 말풍선,normal,"장착 시, NOVA 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,9515ffeac4154c8d86ce0c585d147428,　,,0,
5_000092,진지한 명찰,normal,"장착 시, 진지한 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,869be1515d9546a981f0cfb4587d6b8c,　,,0,
5_000093,진지한 말풍선,normal,"장착 시, 진지한 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,c0fe35592cca4034b56847fc6c05bc9e,　,,0,
5_000094,초코 가득 대미지 스킨,normal,"장착 시, 초코 가득 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0245ccc44d314370ba64826bd2cb06dd,　,,0,
5_000095,초코 가득 명찰,normal,"장착 시, 초코 가득 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,889cfeeb1304421ca1396b8289f5a8d1,　,,0,
5_000096,초코 가득 말풍선,normal,"장착 시, 초코 가득 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0e56bf8b18eb48cd845af69b4d0637db,　,,0,
5_000097,V 대미지 스킨,unique,"장착 시, V 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,2373cf38a1214255b9aabae75a9ad885,　,,0,
5_000098,V 명찰,unique,"장착 시, V 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,8ce2ef833a7841479e6f03dec5793a27,　,,0,
5_000099,V 말풍선,unique,"장착 시, V 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,55376ecd6173412485f02c017c564d7b,　,,0,
5_000101,부농 탱글 명찰,normal,"장착 시, 부농 탱글 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,94b06ed4d3ed48ce90974267d839080e,　,,0,
5_000104,럭셔리 진주 명찰,normal,"장착 시, 럭셔리 진주 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,961c06d1e46e407a95d16bb7ac0c4f6d,　,,0,
5_000105,럭셔리 진주 말풍선,normal,"장착 시, 럭셔리 진주 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,93f5dc8ad2b34442a70a52a6db36fcef,　,,0,
5_000107,설귀도 명찰,normal,"장착 시, 설귀도 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,99e1b08798774307b3dffbec15d28c5f,　,,0,
5_000108,설귀도 말풍선,normal,"장착 시, 설귀도 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,5392a52672a9419f96f662353f0c7714,　,,0,
5_000109,ARK 대미지 스킨,normal,"장착 시, ARK 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,39d619a55d7d4f34bf55bf4c5b346d71,　,,0,
5_000110,ARK 명찰,normal,"장착 시, ARK 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,ab6563bd61974e8c82299f1c3a3b2a26,　,,0,
5_000111,ARK 말풍선,normal,"장착 시, ARK 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,f3eb77a342894f34961ba08a64da6158,　,,0,
5_000113,데미안 명찰,normal,"장착 시, 데미안 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,b1f3140905d44503a848d5de344baf60,　,,0,
5_000114,데미안 말풍선,normal,"장착 시, 데미안 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,ba0645db2507469fb3f9b46fceb4ac85,　,,0,
5_000116,콧수염 명찰,normal,"장착 시, 콧수염 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,ba04d1cc6ebb4e84ac6f6be493d0aff3,　,,0,
5_000117,콧수염 말풍선,normal,"장착 시, 콧수염 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,4b9ca490b77948b3a97a647588600e5b,　,,0,
5_000119,BEYOND 명찰,normal,"장착 시, BEYOND 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,bdf84ebcdc9f488ea46673b944bf334a,　,,0,
5_000120,BEYOND 말풍선,normal,"장착 시, BEYOND 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,cacf4ed94114422197638920cfe6878c,　,,0,
5_000122,동백검 명찰,normal,"장착 시, 동백검 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,bf1655e20aab40f0826f0a3a613fa5cb,　,,0,
5_000123,동백검 말풍선,normal,"장착 시, 동백검 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,fc5646b877964611892a81b9c159dfd3,　,,0,
5_000124,야자수 대미지 스킨,normal,"장착 시, 야자수 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,5b3c11e340b7416a8bcdaf72d137baaa,　,,0,
5_000125,야자수 명찰,normal,"장착 시, 야자수 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,cc005c7aad1d419eb291250c8b866148,　,,0,
5_000126,야자수 말풍선,normal,"장착 시, 야자수 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,3a4af42611604d87b2b327dc8737a3ac,　,,0,
5_000128,로맨틱 레이스 명찰,normal,"장착 시, 로맨틱 레이스 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,d10007d0991844549462203c3c6b2ba8,　,,0,
5_000129,로맨틱 레이스 말풍선,normal,"장착 시, 로맨틱 레이스 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,29868b7bbe24419f83fd1a6329375e8e,　,,0,
5_000131,데굴데굴 명찰,normal,"장착 시, 데굴데굴 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,db3d4b1da9464b25a587cada0b75e334,　,,0,
5_000132,데굴데굴 말풍선,normal,"장착 시, 데굴데굴 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,17c7a90e995745e9a687e69bf8b4f788,　,,0,
5_000134,붉은 장미 명찰,normal,"장착 시, 붉은 장미 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,dd0f26628f5044b086ef3d1ece56df21,　,,0,
5_000135,붉은 장미 말풍선,normal,"장착 시, 붉은 장미 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0ba716ff639a42d6991f6f1084bed1fd,　,,0,
5_000136,어드벤처 대미지 스킨,epic,"장착 시, 어드벤처 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,41c23459855a4c4b8c6b7b270db62d97,　,,0,
5_000137,어드벤처 명찰,epic,"장착 시, 어드벤처 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,e316545f68414d94962194a12f465c84,　,,0,
5_000138,어드벤처 말풍선,epic,"장착 시, 어드벤처 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,01a5e51ee5a9413cb5bdc2aa7cf8f648,　,,0,
5_000140,별하늘 난초 명찰,normal,"장착 시, 별하늘 난초 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,ea8d5ffbfdc641be9879ce4c06d199a1,　,,0,
5_000141,별하늘 난초 말풍선,normal,"장착 시, 별하늘 난초 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,90dab0f1f91b43a58db3ec88519b91de,　,,0,
5_000143,블러드 명찰,normal,"장착 시, 블러드 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,f0440dd8594d4d06b15d03b7452b986e,　,,0,
5_000144,블러드 말풍선,normal,"장착 시, 블러드 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,4acccb3f65fb412e81ba1f225b932934,　,,0,
5_000146,사신 명찰,normal,"장착 시, 사신 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,f20013b3b2b34bf4ad4f8d28443f1522,　,,0,
5_000147,사신 말풍선,normal,"장착 시, 사신 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,5bfa073d9cef439a98d89af04ddd7fda,　,,0,
5_000149,완두콩 명찰,normal,"장착 시, 완두콩 명찰이 적용됩니다.",0,0,,decoration,0,-16,-16,0,f9a32f54017d4ab5b0400484de0b154d,　,,0,
5_000150,완두콩 말풍선,normal,"장착 시, 완두콩 말풍선이 적용됩니다.",0,0,,decoration,0,-16,-16,0,2069a8a3297c422e9b2f1c514768aaab,　,,0,
5_000151,월묘의 떡 대미지 스킨,normal,"장착 시, 월묘의 떡 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0173b969ffa941f882ed221b926aecd5,,,0,
5_000152,메카 대미지 스킨,normal,"장착 시, 메카 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,01aadfeea8c64bb08a049e22a9bbcf43,,,0,
5_000153,신수 대미지 스킨,normal,"장착 시, 신수 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,01bfa12ea9a848e0a1be81eb215d2ee8,,,0,
5_000154,츄츄 대미지 스킨,normal,"장착 시, 츄츄 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,021921270eca4de48dc09cfe6630e0b2,,,0,
5_000155,초코 도넛 대미지 스킨,normal,"장착 시, 초코 도넛 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0245ccc44d314370ba64826bd2cb06dd,,,0,
5_000156,파왕 대미지 스킨,normal,"장착 시, 파왕 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,041e3b02ba17416280c2600da2ba9480,,,0,
5_000157,미궁의 화염 대미지 스킨,normal,"장착 시, 미궁의 화염 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,051e48e8723a493c958a2058a529b167,,,0,
5_000158,외계인 대미지 스킨,normal,"장착 시, 외계인 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,064d569a45a34edebd35128c4f8ffe12,,,0,
5_000159,붓글씨 대미지 스킨,normal,"장착 시, 붓글씨 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,069d935b9b514c5faf496dae97eaea04,,,0,
5_000160,밤하늘 대미지 스킨,normal,"장착 시, 밤하늘 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,081e6ccbb1194bbeae911a834169d682,,,0,
5_000161,종이접기 대미지 스킨,normal,"장착 시, 종이접기 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,09157b136e664749a606851db83d81a0,,,0,
5_000162,온 더 레드 대미지 스킨,normal,"장착 시, 온 더 레드 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,097e991fbd094a7399d027e1db42add4,,,0,
5_000163,노이즈 대미지 스킨,normal,"장착 시, 노이즈 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0981146d81d44ce7902e84270f37c1f8,,,0,
5_000164,주황 버섯 대미지 스킨,normal,"장착 시, 주황 버섯 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,09c8020464eb460a8735669d0fee8372,,,0,
5_000165,푸른 화염 대미지 스킨,normal,"장착 시, 푸른 화염 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0a0838e234b348cf95d75f47ced5eb19,,,0,
5_000166,얼음땡 대미지 스킨,normal,"장착 시, 얼음땡 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0a367ffafba64011a9989b2e3847210a,,,0,
5_000167,블루 스트라이크 대미지 스킨,normal,"장착 시, 블루 스트라이크 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0a58522bae7547d6b1378a8a1cba4390,,,0,
5_000168,키보드 워리어 대미지 스킨,normal,"장착 시, 키보드 워리어 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0bc033c0f81846c4b5ce8d24100c540e,,,0,
5_000169,시크릿 수학 대미지 스킨,normal,"장착 시, 시크릿 수학 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0c0edc71135c431ba9647e3df60877f7,,,0,
5_000170,몬스터 대미지 스킨,normal,"장착 시, 몬스터 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0df879efafab488aaaa24aaf898df102,,,0,
5_000171,돈 많이 대미지 스킨,normal,"장착 시, 돈 많이 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0e635a7ce34f483ab75fb7467df71593,,,0,
5_000172,USA 대미지 스킨,normal,"장착 시, USA 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0e7d697ac1c8412cbad2b0b41bb9998b,,,0,
5_000173,히어로즈 메르세데스 대미지 스킨,normal,"장착 시, 히어로즈 메르세데스 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0e8b649f3d2b476e86aede90bcf0226d,,,0,
5_000174,일루미네이션 대미지 스킨,normal,"장착 시, 일루미네이션 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0f2a37509aab4fce8e0847aea9aaaf9e,,,0,
5_000175,패스파인더 대미지 스킨,normal,"장착 시, 패스파인더 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0f9db2087e8d44828c3bd491c0edee85,,,0,
