level,type_1,count_1,ruid_1,type_2,count_2,ruid_2,type_3,count_3,ruid_3,type_4,count_4,ruid_4,type_5,count_5,ruid_5
45,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
46,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
47,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
48,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
49,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
50,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
51,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
52,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
53,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
54,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
55,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
56,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
57,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
58,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
59,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
60,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
61,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
62,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
63,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
64,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
65,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
66,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
67,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
68,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
69,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
70,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
71,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
72,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
73,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
74,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
75,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
76,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
77,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
78,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
79,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
80,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
81,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
82,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
83,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
84,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
85,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
86,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
87,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
88,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
89,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
90,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
91,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
92,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
93,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
94,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
95,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
96,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
97,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
98,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
99,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
100,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
101,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
102,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
103,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
104,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
105,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
106,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
107,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
108,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
109,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
110,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
111,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
112,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
113,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
114,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
115,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
116,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
117,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
118,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
119,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
120,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
121,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
122,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
123,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
124,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
125,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
126,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
127,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
128,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
129,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
130,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
131,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
132,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
133,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
134,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
135,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
136,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
137,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
138,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
139,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
140,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
141,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
142,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
143,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
144,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
145,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
146,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
147,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
148,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
149,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
150,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
151,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
152,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
153,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
154,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
155,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
156,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
157,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
158,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
159,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
160,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
161,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
162,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
163,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
164,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
165,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
166,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
167,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
168,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
169,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
170,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
171,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
172,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
173,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
174,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
175,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
176,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
177,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
178,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
179,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
180,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
181,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
182,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
183,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
184,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
185,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
186,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
187,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
188,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
189,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
190,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
191,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
192,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
193,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
194,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
195,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
196,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
197,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
198,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
199,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
200,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
201,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
202,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
203,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
204,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
205,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
206,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
207,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
208,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
209,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
210,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
211,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
212,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
213,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
214,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
215,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
216,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
217,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
218,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
219,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
220,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
221,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
222,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
223,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
224,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
225,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
226,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
227,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
228,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
229,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
230,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
231,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
232,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
233,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
234,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
235,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
236,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
237,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
238,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
239,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
240,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
241,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
242,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
243,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
244,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
245,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
246,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
247,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
248,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
249,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
250,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
251,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
252,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
253,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
254,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
255,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
256,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
257,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
258,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
259,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
260,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
261,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
262,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
