RecipeKey,PresetTestKey,BugerName,TasteScore,BalancePoint,SpicyPoint,Cost,Tag,TrialSkillBonus
71,350,3지역_플래티넘_7층 버거,1695.744,0,15,1800,Spicy,0
72,350,3지역_플래티넘_7층 버거,1695.744,0,0,1800,Mixed,0
73,400,4지역_새싹_3층 버거,268.128,0,0,287.5,Meat,0
74,400,4지역_새싹_3층 버거,268.128,0,0,287.5,Veggie,0
75,400,4지역_새싹_3층 버거,268.128,0,0,287.5,Seafood,0
76,400,4지역_새싹_3층 버거,268.128,0,0,287.5,Chicken,0
77,400,4지역_새싹_3층 버거,268.128,0,15,287.5,Spicy,0
78,400,4지역_새싹_3층 버거,268.128,0,0,287.5,Mixed,0
79,410,4지역_브론즈_4층 버거,493.812,0,0,500,Meat,0
80,410,4지역_브론즈_4층 버거,493.812,0,0,500,Veggie,0
81,410,4지역_브론즈_4층 버거,493.812,0,0,500,Seafood,0
82,410,4지역_브론즈_4층 버거,493.812,0,0,500,Chicken,0
83,410,4지역_브론즈_4층 버거,493.812,0,15,500,Spicy,0
84,410,4지역_브론즈_4층 버거,493.812,0,0,500,Mixed,0
85,420,4지역_실버_6층 버거,903.96,0,0,877.5,Meat,0
86,420,4지역_실버_6층 버거,903.96,0,0,877.5,Veggie,0
87,420,4지역_실버_6층 버거,903.96,0,0,877.5,Seafood,0
88,420,4지역_실버_6층 버거,903.96,0,0,877.5,Chicken,0
89,420,4지역_실버_6층 버거,903.96,0,15,877.5,Spicy,0
90,420,4지역_실버_6층 버거,903.96,0,0,877.5,Mixed,0
91,430,4지역_골드_7층 버거,1483.776,0,0,1377.5,Meat,0
92,430,4지역_골드_7층 버거,1483.776,0,0,1377.5,Veggie,0
93,430,4지역_골드_7층 버거,1483.776,0,0,1377.5,Seafood,0
94,430,4지역_골드_7층 버거,1483.776,0,0,1377.5,Chicken,0
95,430,4지역_골드_7층 버거,1483.776,0,15,1377.5,Spicy,0
96,430,4지역_골드_7층 버거,1483.776,0,0,1377.5,Mixed,0
97,440,4지역_루비_8층 버거,1881.792,0,0,1705,Meat,0
98,440,4지역_루비_8층 버거,1881.792,0,0,1705,Veggie,0
99,440,4지역_루비_8층 버거,1881.792,0,0,1705,Seafood,0
100,440,4지역_루비_8층 버거,1881.792,0,0,1705,Chicken,0
101,440,4지역_루비_8층 버거,1881.792,0,15,1705,Spicy,0
102,440,4지역_루비_8층 버거,1881.792,0,0,1705,Mixed,0
103,450,4지역_플래티넘_9층 버거,2526.336,0,0,2475,Meat,0
104,450,4지역_플래티넘_9층 버거,2526.336,0,0,2475,Veggie,0
105,450,4지역_플래티넘_9층 버거,2526.336,0,0,2475,Seafood,0
106,450,4지역_플래티넘_9층 버거,2526.336,0,0,2475,Chicken,0
107,450,4지역_플래티넘_9층 버거,2526.336,0,15,2475,Spicy,0
108,450,4지역_플래티넘_9층 버거,2526.336,0,0,2475,Mixed,0
109,500,5지역_새싹_3층 버거,509.04,0,0,360,Meat,0
110,500,5지역_새싹_3층 버거,509.04,0,0,360,Veggie,0
111,500,5지역_새싹_3층 버거,509.04,0,0,360,Seafood,0
112,500,5지역_새싹_3층 버거,509.04,0,0,360,Chicken,0
113,500,5지역_새싹_3층 버거,509.04,0,15,360,Spicy,0
114,500,5지역_새싹_3층 버거,509.04,0,0,360,Mixed,0
115,510,5지역_브론즈_4층 버거,673.3799999999999,0,0,500,Meat,0
116,510,5지역_브론즈_4층 버거,673.3799999999999,0,0,500,Veggie,0
117,510,5지역_브론즈_4층 버거,673.3799999999999,0,0,500,Seafood,0
118,510,5지역_브론즈_4층 버거,673.3799999999999,0,0,500,Chicken,0
119,510,5지역_브론즈_4층 버거,673.3799999999999,0,15,500,Spicy,0
120,510,5지역_브론즈_4층 버거,673.3799999999999,0,0,500,Mixed,0
121,520,5지역_실버_5층 버거,904.5,0,0,715,Meat,0
122,520,5지역_실버_5층 버거,904.5,0,0,715,Veggie,0
123,520,5지역_실버_5층 버거,904.5,0,0,715,Seafood,0
124,520,5지역_실버_5층 버거,904.5,0,0,715,Chicken,0
125,520,5지역_실버_5층 버거,904.5,0,15,715,Spicy,0
126,520,5지역_실버_5층 버거,904.5,0,0,715,Mixed,0
127,530,5지역_골드_6층 버거,1286.1899999999998,0,0,1050,Meat,0
128,530,5지역_골드_6층 버거,1286.1899999999998,0,0,1050,Veggie,0
129,530,5지역_골드_6층 버거,1286.1899999999998,0,0,1050,Seafood,0
130,530,5지역_골드_6층 버거,1286.1899999999998,0,0,1050,Chicken,0
131,530,5지역_골드_6층 버거,1286.1899999999998,0,15,1050,Spicy,0
132,530,5지역_골드_6층 버거,1286.1899999999998,0,0,1050,Mixed,0
133,540,5지역_루비_7층 버거,1854.72,0,0,1425,Meat,0
134,540,5지역_루비_7층 버거,1854.72,0,0,1425,Veggie,0
135,540,5지역_루비_7층 버거,1854.72,0,0,1425,Seafood,0
136,540,5지역_루비_7층 버거,1854.72,0,0,1425,Chicken,0
137,540,5지역_루비_7층 버거,1854.72,0,15,1425,Spicy,0
138,540,5지역_루비_7층 버거,1854.72,0,0,1425,Mixed,0
139,550,5지역_플래티넘_8층 버거,2352.2400000000002,0,0,1705,Meat,0
140,550,5지역_플래티넘_8층 버거,2352.2400000000002,0,0,1705,Veggie,0
141,550,5지역_플래티넘_8층 버거,2352.2400000000002,0,0,1705,Seafood,0
142,550,5지역_플래티넘_8층 버거,2352.2400000000002,0,0,1705,Chicken,0
143,550,5지역_플래티넘_8층 버거,2352.2400000000002,0,15,1705,Spicy,0
144,550,5지역_플래티넘_8층 버거,2352.2400000000002,0,0,1705,Mixed,0
145,600,6지역_새싹_3층 버거,509.04,0,0,360,Meat,0
146,600,6지역_새싹_3층 버거,509.04,0,0,360,Veggie,0
147,600,6지역_새싹_3층 버거,509.04,0,0,360,Seafood,0
148,600,6지역_새싹_3층 버거,509.04,0,0,360,Chicken,0
149,600,6지역_새싹_3층 버거,509.04,0,15,360,Spicy,0
150,600,6지역_새싹_3층 버거,509.04,0,0,360,Mixed,0
151,610,6지역_브론즈_4층 버거,673.3799999999999,0,0,500,Meat,0
152,610,6지역_브론즈_4층 버거,673.3799999999999,0,0,500,Veggie,0
153,610,6지역_브론즈_4층 버거,673.3799999999999,0,0,500,Seafood,0
154,610,6지역_브론즈_4층 버거,673.3799999999999,0,0,500,Chicken,0
155,610,6지역_브론즈_4층 버거,673.3799999999999,0,15,500,Spicy,0
156,610,6지역_브론즈_4층 버거,673.3799999999999,0,0,500,Mixed,0
157,620,6지역_실버_5층 버거,1493.1000000000001,0,0,1160,Meat,0
158,620,6지역_실버_5층 버거,1493.1000000000001,0,0,1160,Veggie,0
159,620,6지역_실버_5층 버거,1493.1000000000001,0,0,1160,Seafood,0
160,620,6지역_실버_5층 버거,1493.1000000000001,0,0,1160,Chicken,0
161,620,6지역_실버_5층 버거,1493.1000000000001,0,15,1160,Spicy,0
162,620,6지역_실버_5층 버거,1493.1000000000001,0,0,1160,Mixed,0
163,630,6지역_골드_6층 버거,1897.1999999999998,0,0,1350,Meat,0
164,630,6지역_골드_6층 버거,1897.1999999999998,0,0,1350,Veggie,0
165,630,6지역_골드_6층 버거,1897.1999999999998,0,0,1350,Seafood,0
166,630,6지역_골드_6층 버거,1897.1999999999998,0,0,1350,Chicken,0
167,630,6지역_골드_6층 버거,1897.1999999999998,0,15,1350,Spicy,0
168,630,6지역_골드_6층 버거,1897.1999999999998,0,0,1350,Mixed,0
169,640,6지역_루비_7층 버거,2119.6800000000003,0,0,1550,Meat,0
170,640,6지역_루비_7층 버거,2119.6800000000003,0,0,1550,Veggie,0
171,640,6지역_루비_7층 버거,2119.6800000000003,0,0,1550,Seafood,0
172,640,6지역_루비_7층 버거,2119.6800000000003,0,0,1550,Chicken,0
173,640,6지역_루비_7층 버거,2119.6800000000003,0,15,1550,Spicy,0
174,640,6지역_루비_7층 버거,2119.6800000000003,0,0,1550,Mixed,0
175,650,6지역_플래티넘_8층 버거,2898.7200000000003,0,0,2310,Meat,0
176,650,6지역_플래티넘_8층 버거,2898.7200000000003,0,0,2310,Veggie,0
177,650,6지역_플래티넘_8층 버거,2898.7200000000003,0,0,2310,Seafood,0
178,650,6지역_플래티넘_8층 버거,2898.7200000000003,0,0,2310,Chicken,0
179,650,6지역_플래티넘_8층 버거,2898.7200000000003,0,15,2310,Spicy,0
180,650,6지역_플래티넘_8층 버거,2898.7200000000003,0,0,2310,Mixed,0
181,700,7지역_새싹_3층 버거,597.24,0,0,437.5,Meat,0
182,700,7지역_새싹_3층 버거,597.24,0,0,437.5,Veggie,0
183,700,7지역_새싹_3층 버거,597.24,0,0,437.5,Seafood,0
184,700,7지역_새싹_3층 버거,597.24,0,0,437.5,Chicken,0
185,700,7지역_새싹_3층 버거,597.24,0,15,437.5,Spicy,0
186,700,7지역_새싹_3층 버거,597.24,0,0,437.5,Mixed,0
187,710,7지역_브론즈_4층 버거,1002.2399999999998,0,0,810,Meat,0
188,710,7지역_브론즈_4층 버거,1002.2399999999998,0,0,810,Veggie,0
189,710,7지역_브론즈_4층 버거,1002.2399999999998,0,0,810,Seafood,0
190,710,7지역_브론즈_4층 버거,1002.2399999999998,0,0,810,Chicken,0
191,710,7지역_브론즈_4층 버거,1002.2399999999998,0,15,810,Spicy,0
192,710,7지역_브론즈_4층 버거,1002.2399999999998,0,0,810,Mixed,0
193,720,7지역_실버_5층 버거,1436.3999999999999,0,0,1087.5,Meat,0
194,720,7지역_실버_5층 버거,1436.3999999999999,0,0,1087.5,Veggie,0
195,720,7지역_실버_5층 버거,1436.3999999999999,0,0,1087.5,Seafood,0
196,720,7지역_실버_5층 버거,1436.3999999999999,0,0,1087.5,Chicken,0
197,720,7지역_실버_5층 버거,1436.3999999999999,0,15,1087.5,Spicy,0
198,720,7지역_실버_5층 버거,1436.3999999999999,0,0,1087.5,Mixed,0
199,730,7지역_골드_6층 버거,1897.1999999999998,0,0,1350,Meat,0
200,730,7지역_골드_6층 버거,1897.1999999999998,0,0,1350,Veggie,0
201,730,7지역_골드_6층 버거,1897.1999999999998,0,0,1350,Seafood,0
202,730,7지역_골드_6층 버거,1897.1999999999998,0,0,1350,Chicken,0
203,730,7지역_골드_6층 버거,1897.1999999999998,0,15,1350,Spicy,0
204,730,7지역_골드_6층 버거,1897.1999999999998,0,0,1350,Mixed,0
205,740,7지역_루비_8층 버거,2898.7200000000003,0,0,1980,Meat,0
206,740,7지역_루비_8층 버거,2898.7200000000003,0,0,1980,Veggie,0
207,740,7지역_루비_8층 버거,2898.7200000000003,0,0,1980,Seafood,0
208,740,7지역_루비_8층 버거,2898.7200000000003,0,0,1980,Chicken,0
209,740,7지역_루비_8층 버거,2898.7200000000003,0,15,1980,Spicy,0
210,740,7지역_루비_8층 버거,2898.7200000000003,0,0,1980,Mixed,0
211,750,7지역_플래티넘_10층 버거,3717,0,0,2887.5,Meat,0
212,750,7지역_플래티넘_10층 버거,3717,0,0,2887.5,Veggie,0
213,750,7지역_플래티넘_10층 버거,3717,0,0,2887.5,Seafood,0
214,750,7지역_플래티넘_10층 버거,3717,0,0,2887.5,Chicken,0
215,750,7지역_플래티넘_10층 버거,3717,0,15,2887.5,Spicy,0
216,750,7지역_플래티넘_10층 버거,3717,0,0,2887.5,Mixed,0
217,800,8지역_새싹_3층 버거,597.24,0,0,437.5,Meat,0
218,800,8지역_새싹_3층 버거,597.24,0,0,437.5,Veggie,0
219,800,8지역_새싹_3층 버거,597.24,0,0,437.5,Seafood,0
220,800,8지역_새싹_3층 버거,597.24,0,0,437.5,Chicken,0
221,800,8지역_새싹_3층 버거,597.24,0,15,437.5,Spicy,0
222,800,8지역_새싹_3층 버거,597.24,0,0,437.5,Mixed,0
223,810,8지역_브론즈_4층 버거,1096.1999999999998,0,0,770,Meat,0
224,810,8지역_브론즈_4층 버거,1096.1999999999998,0,0,770,Veggie,0
225,810,8지역_브론즈_4층 버거,1096.1999999999998,0,0,770,Seafood,0
226,810,8지역_브론즈_4층 버거,1096.1999999999998,0,0,770,Chicken,0
227,810,8지역_브론즈_4층 버거,1096.1999999999998,0,15,770,Spicy,0
228,810,8지역_브론즈_4층 버거,1096.1999999999998,0,0,770,Mixed,0
229,820,8지역_실버_5층 버거,1684.7999999999997,0,0,1200,Meat,0
230,820,8지역_실버_5층 버거,1684.7999999999997,0,0,1200,Veggie,0
231,820,8지역_실버_5층 버거,1684.7999999999997,0,0,1200,Seafood,0
232,820,8지역_실버_5층 버거,1684.7999999999997,0,0,1200,Chicken,0
233,820,8지역_실버_5층 버거,1684.7999999999997,0,15,1200,Spicy,0
234,820,8지역_실버_5층 버거,1684.7999999999997,0,0,1200,Mixed,0
235,830,8지역_골드_6층 버거,2410.5599999999995,0,0,1920,Meat,0
236,830,8지역_골드_6층 버거,2410.5599999999995,0,0,1920,Veggie,0
237,830,8지역_골드_6층 버거,2410.5599999999995,0,0,1920,Seafood,0
238,830,8지역_골드_6층 버거,2410.5599999999995,0,0,1920,Chicken,0
239,830,8지역_골드_6층 버거,2410.5599999999995,0,15,1920,Spicy,0
240,830,8지역_골드_6층 버거,2410.5599999999995,0,0,1920,Mixed,0
241,840,8지역_루비_8층 버거,2898.7200000000003,0,0,2310,Meat,0
242,840,8지역_루비_8층 버거,2898.7200000000003,0,0,2310,Veggie,0
243,840,8지역_루비_8층 버거,2898.7200000000003,0,0,2310,Seafood,0
244,840,8지역_루비_8층 버거,2898.7200000000003,0,0,2310,Chicken,0
245,840,8지역_루비_8층 버거,2898.7200000000003,0,15,2310,Spicy,0
246,840,8지역_루비_8층 버거,2898.7200000000003,0,0,2310,Mixed,0
247,850,8지역_플래티넘_9층 버거,3439.4399999999996,0,0,2712.5,Meat,0
248,850,8지역_플래티넘_9층 버거,3439.4399999999996,0,0,2712.5,Veggie,0
249,850,8지역_플래티넘_9층 버거,3439.4399999999996,0,0,2712.5,Seafood,0
250,850,8지역_플래티넘_9층 버거,3439.4399999999996,0,0,2712.5,Chicken,0
251,850,8지역_플래티넘_9층 버거,3439.4399999999996,0,15,2712.5,Spicy,0
252,850,8지역_플래티넘_9층 버거,3439.4399999999996,0,0,2712.5,Mixed,0
253,900,9지역_새싹_3층 버거,738.36,0,0,585,Meat,0
254,900,9지역_새싹_3층 버거,738.36,0,0,585,Veggie,0
255,900,9지역_새싹_3층 버거,738.36,0,0,585,Seafood,0
256,900,9지역_새싹_3층 버거,738.36,0,0,585,Chicken,0
257,900,9지역_새싹_3층 버거,738.36,0,15,585,Spicy,0
258,900,9지역_새싹_3층 버거,738.36,0,0,585,Mixed,0
259,910,9지역_브론즈_4층 버거,1004.8499999999999,0,0,700,Meat,0
260,910,9지역_브론즈_4층 버거,1004.8499999999999,0,0,700,Veggie,0
261,910,9지역_브론즈_4층 버거,1004.8499999999999,0,0,700,Seafood,0
262,910,9지역_브론즈_4층 버거,1004.8499999999999,0,0,700,Chicken,0
263,910,9지역_브론즈_4층 버거,1004.8499999999999,0,15,700,Spicy,0
264,910,9지역_브론즈_4층 버거,1004.8499999999999,0,0,700,Mixed,0
265,920,9지역_실버_5층 버거,1684.7999999999997,0,0,1200,Meat,0
266,920,9지역_실버_5층 버거,1684.7999999999997,0,0,1200,Veggie,0
267,920,9지역_실버_5층 버거,1684.7999999999997,0,0,1200,Seafood,0
268,920,9지역_실버_5층 버거,1684.7999999999997,0,0,1200,Chicken,0
269,920,9지역_실버_5층 버거,1684.7999999999997,0,15,1200,Spicy,0
270,920,9지역_실버_5층 버거,1684.7999999999997,0,0,1200,Mixed,0
271,930,9지역_골드_7층 버거,2384.6399999999994,0,0,2000,Meat,0
272,930,9지역_골드_7층 버거,2384.6399999999994,0,0,2000,Veggie,0
273,930,9지역_골드_7층 버거,2384.6399999999994,0,0,2000,Seafood,0
274,930,9지역_골드_7층 버거,2384.6399999999994,0,0,2000,Chicken,0
275,930,9지역_골드_7층 버거,2384.6399999999994,0,15,2000,Spicy,0
276,930,9지역_골드_7층 버거,2384.6399999999994,0,0,2000,Mixed,0
277,940,9지역_루비_9층 버거,3439.4399999999996,0,0,2635,Meat,0
278,940,9지역_루비_9층 버거,3439.4399999999996,0,0,2635,Veggie,0
279,940,9지역_루비_9층 버거,3439.4399999999996,0,0,2635,Seafood,0
280,940,9지역_루비_9층 버거,3439.4399999999996,0,0,2635,Chicken,0
281,940,9지역_루비_9층 버거,3439.4399999999996,0,15,2635,Spicy,0
282,940,9지역_루비_9층 버거,3439.4399999999996,0,0,2635,Mixed,0
283,950,9지역_플래티넘_10층 버거,4296.6,0,0,3237.5,Meat,0
284,950,9지역_플래티넘_10층 버거,4296.6,0,0,3237.5,Veggie,0
285,950,9지역_플래티넘_10층 버거,4296.6,0,0,3237.5,Seafood,0
286,950,9지역_플래티넘_10층 버거,4296.6,0,0,3237.5,Chicken,0
287,950,9지역_플래티넘_10층 버거,4296.6,0,15,3237.5,Spicy,0
288,950,9지역_플래티넘_10층 버거,4296.6,0,0,3237.5,Mixed,0
289,0,2층 버거_F+_020000_B0,74.844,0,15,105,Spicy,0
290,0,3층 버거_E_030000_B0,116.424,0,15,165,Spicy,0
291,0,3층 버거_E_020100_B0,181.104,0,15,220,Spicy,0
292,0,3층 버거_E+_010200_B0,268.128,0,15,287.5,Spicy,0
293,0,3층 버거_D_020100_B1,407.232,0,15,360,Spicy,0
294,0,3층 버거_D+_010200_B1,477.792,0,15,437.5,Spicy,0
295,0,3층 버거__000300_B1,548.352,0,15,500,Spicy,0
296,0,3층 버거__010101_B0,491.4,0,15,375,Spicy,0
297,0,3층 버거__000102_B0,768.768,0,15,520,Spicy,0
298,0,3층 버거__000003_B1,1196.832,0,15,770,Spicy,0
299,0,3층 버거__000003_B2,1319.136,0,15,942.5,Spicy,0
300,0,4층 버거_E_040000_B0,160.776,0,15,220,Spicy,0
301,0,4층 버거_E+_030100_B0,227.766,0,15,287.5,Spicy,0
302,0,4층 버거_E+_020200_B0,294.756,0,15,345,Spicy,0
303,0,4층 버거_D_040000_B1,359.832,0,15,360,Spicy,0
304,0,4층 버거_D_030100_B1,426.822,0,15,420,Spicy,0
305,0,4층 버거_D+_020200_B1,493.812,0,15,500,Spicy,0
306,0,4층 버거_C_010300_B1,611.784,0,15,585,Spicy,0
307,0,4층 버거__000400_B1,684.864,0,15,650,Spicy,0
308,0,4층 버거__000400_B2,801.792,0,15,810,Spicy,0
309,0,4층 버거__010201_B2,997.542,0,15,810,Spicy,0
310,0,4층 버거__000202_B2,1284.816,0,15,1015,Spicy,0
311,0,4층 버거__000103_B2,1492.92,0,15,1087.5,Spicy,0
312,0,4층 버거__000004_B3,1701.024,0,15,1500,Spicy,0
313,0,4층 버거__000004_B3,1831.872,0,15,1550,Spicy,0
314,0,5층 버거_E+_050000_B0,207.9,0,15,287.5,Spicy,0
315,0,5층 버거_E+_040100_B0,277.2,0,15,345,Spicy,0
316,0,5층 버거_D_050000_B1,413.82,0,15,420,Spicy,0
317,0,5층 버거_D+_040100_B1,527.04,0,15,500,Spicy,0
318,0,5층 버거_C_030200_B1,602.64,0,15,585,Spicy,0
319,0,5층 버거_C_020300_B1,678.24,0,15,650,Spicy,0
320,0,5층 버거_C_010400_B1,753.84,0,15,715,Spicy,0
321,0,5층 버거_C+_000500_B1,829.44,0,15,810,Spicy,0
322,0,5층 버거__030200_B2,723.6,0,15,715,Spicy,0
323,0,5층 버거__020300_B2,799.2,0,15,780,Spicy,0
324,0,5층 버거__010400_B2,874.8,0,15,877.5,Spicy,0
325,0,5층 버거__000500_B2,950.4,0,15,945,Spicy,0
326,0,5층 버거__020201_B2,1081.08,0,15,910,Spicy,0
327,0,5층 버거__010301_B2,1162.98,0,15,980,Spicy,0
328,0,5층 버거_B_000401_B2,1244.88,0,15,1050,Spicy,0
329,0,5층 버거_A_000302_B2,1460.16,0,15,1160,Spicy,0
330,0,5층 버거_A+_000203_B2,1675.44,0,15,1275,Spicy,0
331,0,5층 버거_A_000203_B3,1675.44,0,15,1575,Spicy,0
332,0,5층 버거_A+_000104_B3,1890.72,0,15,1705,Spicy,0
333,0,5층 버거_S0_000005_B3,2106,0,15,1840,Spicy,0
334,0,5층 버거_S0_000005_B3,2268,0,15,1840,Spicy,0
335,0,6층 버거_E+_060000_B0,281.232,0,15,345,Spicy,0
336,0,6층 버거_D_040200_B0,437.472,0,15,480,Spicy,0
337,0,6층 버거_D_050100_B0,359.352,0,15,420,Spicy,0
338,0,6층 버거_C_040200_B1,669.6,0,15,650,Spicy,0
339,0,6층 버거_C_030300_B1,747.72,0,15,715,Spicy,0
340,0,6층 버거_C+_020400_B1,825.84,0,15,810,Spicy,0
341,0,6층 버거_C+_010500_B1,903.96,0,15,877.5,Spicy,0
342,0,6층 버거_B_000600_B2,1107.072,0,15,1120,Spicy,0
343,0,6층 버거_B_000600_B3,1107.072,0,15,1400,Spicy,0
344,0,6층 버거__000501_B2,1421.784,0,15,1232.5,Spicy,0
345,0,6층 버거__000402_B2,1644.24,0,15,1350,Spicy,0
346,0,6층 버거__000303_B2,1866.696,0,15,1472.5,Spicy,0
347,0,6층 버거__000303_B2,2010.288,0,15,1472.5,Spicy,0
348,0,6층 버거__000204_B3,2249.856,0,15,1920,Spicy,0
349,0,6층 버거__000204_B2,2249.856,0,15,1600,Spicy,0
350,0,6층 버거__000204_B3,2249.856,0,15,1920,Spicy,0
351,0,6층 버거__000105_B2,2489.424,0,15,1732.5,Spicy,0
352,0,6층 버거_S0+_000105_B3,2489.424,0,15,2062.5,Spicy,0
353,0,6층 버거_S0+_000006_B2,2728.992,0,15,1815,Spicy,0
354,0,6층 버거_S0+_000006_B3,2728.992,0,15,2145,Spicy,0
355,0,7층 버거_D_070000_B0,338.688,0,15,420,Spicy,0
356,0,7층 버거_D_060100_B0,419.328,0,15,480,Spicy,0
357,0,7층 버거_C_050200_B1,739.584,0,15,715,Spicy,0
358,0,7층 버거_C+_040300_B1,820.224,0,15,810,Spicy,0
359,0,7층 버거_C+_030400_B1,900.864,0,15,877.5,Spicy,0
360,0,7층 버거_B_030400_B2,1029.888,0,15,1050,Spicy,0
361,0,7층 버거_B_020500_B2,1110.528,0,15,1120,Spicy,0
362,0,7층 버거_B_010600_B2,1191.168,0,15,1190,Spicy,0
363,0,7층 버거_B_010600_B2,1191.168,0,15,1190,Spicy,0
364,0,7층 버거_B+_000700_B2,1271.808,0,15,1305,Spicy,0
365,0,7층 버거_A_000601_B2,1483.776,0,15,1377.5,Spicy,0
366,0,7층 버거_A+_000502_B2,1695.744,0,15,1500,Spicy,0
367,0,7층 버거_A+_000502_B3,1695.744,0,15,1800,Spicy,0
368,0,7층 버거_S0_000403_B3,2225.664,0,15,2000,Spicy,0
