CoachID,Name,LocalNameID,Cost,Scale,OffsetX,OffsetY,ShadowSize,HowToObtain,Desc,LocalDescID,format,Tags,ProfileRUID,IdleRUID,MoveRUID,LoveRUID,AngryRUID,SadRUID,SleepRUID,InteractionRUID_1,InteractionRUID_2,InteractionRUID_3,InteractionRUID_4,InteractionRUID_5
COP20012,귤귤이,Coach_COP20012_Name,2,1.5,0,0,1_small,,룬카드 무료 새로고침 5회를 가진 상태로 게임 시작,Coach_Desc10,5,,03d9fb0b54ae44c580e2014d80ecf95b,64aff1404d064218bdf05cdf31c8bbc9,95c0dad31c67435fb2768fd9c7dec5ee,35848080a9464d8b871a6549c0336ea3,f468184d83c844cf89287ab750a7387e,7c09e799c3694944b234a163cba0909b,7c1a01cb568246c387312dedd7c6fc0b,6ab212aa0e8647a3abea125f79b525b6,43572467a90e4fa1b5e3f978a1d4f616,5b3180bc80ad4c428cd8325f56117289,f468184d83c844cf89287ab750a7387e,95c0dad31c67435fb2768fd9c7dec5ee
COP30001,뉴핑크물범I,Coach_COP30001_Name,3,1.5,0,0,2_medium,,아이템 상점 구매 비용 -30%,Coach_Desc11,-30,,06913dd689674047a73b2f7fc6772f5b,0a667144ebc548d49bf49a006856ffba,2a1f96216f064faaad7eb02f6d6f1256,68ed8dd2f25747e790912e23cb984ad7,c47ced8607e94e9ea0d7cfb7d937f41f,72ac79e5f25a42d391da9e0f875f72e8,c730b7d2f43e4a208fde01e915b74454,2769a59804e047a48c1ad2a0d40002c2,0df4293f42ba4fbe9481fd1b25a7bab4,03369408dd9d471b87605ce85e6a7ae7,20b6e1297c164bda8bd3bfd21a2817d8,
COP30002,뉴하프물범I,Coach_COP30002_Name,3,1.5,0,0,2_medium,,룬 카드 구매 비용 -30%,Coach_Desc12,-30,,00b53447215c46af850eed463504d82a,354991bd069d4cdf97440466a3941472,10eb6d4af8d04edb9f2906aa880bd85a,2690189d1c124d868b7d66e88034694f,ac8ded08bd0644d5b6d08989eb5d1717,af5a86d1c16a47bab04f3e31da5f606f,26e4a74285cc4a599d1dd1ac9ecc0279,e8aeec0dd0a34ac3ba38ecdb107dd993,ac8ded08bd0644d5b6d08989eb5d1717,80345f16abea4c6cb30b30b730e33778,c976fb341b694f1f8b274d476db16ad6,
COP30003,황금돼지,Coach_COP30003_Name,3,1.5,0.01,0,1_small,,메달 상자 1개를 갖고 게임을 시작,Coach_Desc13,1,,2602f81c5d334946a585fedb13deb747,2596ce743d97487dbe04e23fd2321f69,e5491cb1882c4f90a4578e48487e2cc6,0bcae3b0df5c473fa4803731d6cb6a4c,e8ea32fb0ada4394ba5117c44608c2c5,3af80b3341f14ae5b399d6d53f6bd963,a888b6102dc4458baa9ec2059029e81b,0bcae3b0df5c473fa4803731d6cb6a4c,b1b615f138a944fd8af4e7708fb320d6,d700cc5b48bc487c848e403cb7a7d4e7,fb9d1222985d463488c97dd5f577b481,
COP30004,데블,Coach_COP30004_Name,3,1.5,0,0,2_medium,,"전투 시작 시,  모든 아군의 흡혈 +18%",Coach_Desc4,"Status_BloodAbsorptionPercent,18",,0c6e990bd82742d8b7f15d199ec2110b,a51e886688734426b995ccf681a870e9,18b47a1b4ea0405b94b006461b081edd,270949e767fc435ba4468bdc92044c70,ba7d5ff0b4ad4ae1879e1675260c8cb9,ba7d5ff0b4ad4ae1879e1675260c8cb9,eb8ad53ce52443fbb2a3f51c9331f0c2,eb8ad53ce52443fbb2a3f51c9331f0c2,bfcb78bcbe594211b4cef8767556e6f0,,,
COP30005,숲 속 윙클,Coach_COP30005_Name,3,2,0.02,0,1_small,,"전투 시작 시,  모든 아군의 공격 사거리 +1",Coach_Desc9,"Status_AttackRange,1",,52e5457f673e4368867295ba3cceb817,03601c445ebb491ebee5af4c338f1b90,02138d87f6dd4757921ff57fe58b5403,5d977776ac1c4167b1ac27cc11dbd6bc,1c016bacb2ae4d3d9a0d3069fb2a89a0,eb670a08da1347f7a3868d2016c938a6,51918dffb9ef47109b09a81a4602b852,1c016bacb2ae4d3d9a0d3069fb2a89a0,ca2fdbcaafdb42ca8885603384789054,,,6746f10eb29c47ed9e631669f2c6c64f
COP30006,오동통 구리,Coach_COP30006_Name,3,1.5,0.05,0,1_medium,,"전투 시작 시,  모든 아군의 이동속도 +50%",Coach_Desc4,"Status_MoveSpeed,50",,01021b8517be4f3b80f64bd101f53ad0,d4cb10366f7a4d5182639ab8f22700f9,f8b91d48222a414f93d3134ec82de019,661a1f6b952a4742a737fe6a7c456085,e6aa078ad6ce4dceaed4c5641614881a,c2589ebbe7ed409d971b10fb0b19c990,eccdcb41e44c4d56aaa7cbbce347ee40,987a95621db6494a832cf8821bf1743e,56d8e621964c4db6944a691c36e03c3e,3e3ca55b96514b3e85ac78e3f67fd398,e6aa078ad6ce4dceaed4c5641614881a,
COP30007,천사 라엘,Coach_COP30007_Name,3,1.5,0,0,1_small,,매 라운드마다 무료 룬카드 새로고침 1회 ,Coach_Desc14,1,,184c5ea555d0482a8a3c2c8c308ed9a1,c4da6e297855433fbb80805b06219342,baf935146308497a9f429c67a899d3d2,48fb85408c464451b242302408601690,74f82ea900e1442087643282ded40bfa,e092d3164acf4c55bd9e7610449aef0e,e8752e368120433ba35742c941777058,fdaaa20287474938b1e8759506db364f,596e722bf3ad4a08b187bfd9b977c0de,c31ef0120c524432b3cbfcdbfa46bb6e,21e80a37efee4a1d8de7ba826acc38d0,
COP30008,구름양,Coach_COP30008_Name,3,1.5,0,0,1_small,,"매 라운드마다 전투 시작 시, 캐릭터 상점을 잠금 설정한 상태라면 모든 캐릭터의 구매 비용 -1  (최소 0) ",Coach_Desc15,-1,,1be7c67fd61a4766bdc8c4eb06cec977,26be6ca610a0434aae5283a82182e1ee,7e6f3307ff304969a7d9b2ab88c23130,7ac1f4923c994506b8bf1ec32fecbdad,d8bc91578182465b87c463f5432ff01a,fa7015b4a8e64b87af9a3037b4690b18,8cd103436d644f36aeb94929539f7045,d8bc91578182465b87c463f5432ff01a,f019472fc5fe4b13a7c3dfe0e79f76e1,ad121009d9e7474f8001afff342fc789,817ef2ced88844b1b693f406f5b3fb3f,
COP30009,천사 노엘,Coach_COP30009_Name,3,1.5,0,0,1_small,,아이템 상점에서 20%확률로 무료 아이템 등장,Coach_Desc16,20,,04986ec386f24155be904bd5952402f7,0cd230603b0e4f35a13e5be77d69fb62,201338a16fc148fbb3b06bcc6fb79692,3fcb3511cae84f3488bdf7694b7c72ac,8cf8b44c2ae949a1a15f09b3b7409d55,522c4600e24343cabedfbbb3f8ba7d2d,b3ce3eaa86114d30a02ff6b9a4ef039a,327088322ead4b6e8818bcc6bd34d865,771a1c2b6b3a4f40962f8d13729dbac0,3f626e8847754f5c9f3cbacc5ae5ad4b,fbde21653b6940898e3565084b10b3b7,
COP30010,천사 미엘,Coach_COP30010_Name,3,1.5,0,0,1_small,,룬카드 상점에서 20%확률로 무료 룬카드 등장,Coach_Desc17,20,,25da4ecff41a4295bb3ebb79156bee63,09fb9d2638554f5680697f6ee55d4e37,ff69abc26f3b4395b3af1281ef2858da,bf8ae70ca1bc43418d0343f6e7de4d1d,1a94208c6cb74f9684a1ad0bcb9628dd,d519bc1a595644ffa9c611f0901b01aa,33317a0a7b0d43989dfcfb95b1be7ffe,1f00e122a263415380d402521aca1418,8fdbacb07e684a9ea47f2bcc96320d02,779e2492f1074e1a87626a47c649c5ee,1a94208c6cb74f9684a1ad0bcb9628dd,
COP30011,껨디 베베,Coach_COP30011_Name,3,1.5,0,0,1_small,,[수상한 초대장]을 가진 상태로 게임 시작,Coach_Desc3,Item_CI0008_Name,,2acc20eba1144e5b86367aa89d93fd17,69e5f0e192e94f0a94fda1ed8dd1824a,4c378308db774a5e85bc68c09e3a6ba8,173662f1ac8a4c80b357b397d6e16dbb,de2018ab2c8e48e48bae768177e0939a,bec2c18d46b44c61ab0cf78aa2996a23,f9a96d6f37bb44bf86f6aa46eb7027c2,5b38f865d6cb40cf9659a8eec3b13dc0,296e146b37154c97b39a703d68652189,bbbeb794bcb34a6ab7d21f1f8bc0a4ca,de2018ab2c8e48e48bae768177e0939a,7a536a4029cf49d7bde7edec9343db8e
COP30012,황금 멍뭉이,Coach_COP30012_Name,3,2,0,0,1_medium,,[황금 보따리]를 가진 상태로 게임 시작,Coach_Desc3,Item_CI0005_Name,,2b6c2d18909a4598a464baaa22492eb0,e8c57f85d21b45ac93c9dfc39d7ab921,b275636c4879485dbd6ccd22c3c3c37d,e8c2c76057f04342b574ac830a1b6aaa,65c1c82c4487426683b7990b026df7af,e8556d82e0e54cb6aacdf996fcff1842,fac4583455ca48b487e27618bb587a0b,14557eb78acb458bb817e36ee224a5e2,e654970086d544bf933caba1e9f3b624,ee244ce42c6744d7947346b91fd0d429,,f4ea8a3c225348d0a4effac237d64eea
COP30013,랜드터틀,Coach_COP30013_Name,3,1.5,0,0,2_medium,,"매 라운드 시작 시, 35골드 이상 보유하고 있다면 초과한 5골드 마다 캐릭터 상점 새로고침을 1회 획득(최대 50골드)",Coach_Desc18,"35,50",,64e1b5f95f4e47b29c056d546f8545b0,5766dc81ccbb45e78437d2276541b880,8f30c5c55e6e4154bfc8200d1ceb3186,8e29724cd92d4288be5608097fa4916d,d25152782c704517ac8d0c04905d3fa4,6384cd9d454a4a0ab22e11eb8fabd225,c9b78e76d72b4ddaaaab815e0c3b87eb,ef662acb5b2942e898fee063a0d0f2ba,bbc594fe58ff4dafb8dfe20f512478a7,d25152782c704517ac8d0c04905d3fa4,3773ec3d2b954ac786cbd0ccbe99e342,cd0e4d71db7041cabd8d0fe0fdac0951
COP30014,쁘띠 우르스,Coach_COP30014_Name,3,1.5,0.03,0,1_big,,승리하면 2골드를 추가로 획득,Coach_Desc19,2,,2c286299346c4601983aa86dd5e13612,09a018ec881f49e3890e11899f293aa7,1bc03227b4ab4ae39d9cdc4c78d5b6ea,4230f0951ec74c498bbe4a7ff373addc,38f39bf90e9d4af3b8cdc46092b59b73,49f86d0fa652495d851e1a0f6286a2ca,864a7294dddf4465a83fd671cf662229,ed45a915359041be9517533301b0691d,5681edb24dcc42579054032aa6aa1991,5438ba5f401b447abeea35245aa33ac9,bc7703b1e46744fe8146080f058e35b0,
COP40001,말랑 핑크빈,Coach_COP40001_Name,4,1.5,0.04,0,2_medium,,[시간의 신전] 시너지 +1,Coach_Desc20,S10015_Name,Synergy_Add_S10015,27c7990c3e604df985fefec32b152c9b,f19dc93bf1f14d98ba47f1686c5892b4,5a8b7bbdae864248beae10d692bd50e1,1fbe5bfb48034548886146243767d431,878b2ae0a1a64581b430af34215d67eb,4dc7242178814f18ab921c6aebff10d6,e45f3dc68c3c4ce3bdfc5a6e501685ec,7ca3229778554a65881c15e24cb9857d,e93af95cb2a04421a30ba31bc2caf65d,65e40cde89c642139f5febbfe43c42bf,1ea939fbf50c47b8892e0bbd244f24e1,
