Id,NameKey,NameTextVlookup,GroupId,Type,Skill1Type,Skill2Type,LocalPosOffetY,Portrait,PortraitUIRUID,Stand,Chat,Move,Love,Cry,Sleep,Stunned,Rest,EquipNameKey,EquipIcon,EquipStand,EquipChat,EquipMove,EquipLove,EquipCry,EquipSleep,EquipStunned,EquipRest
E0012,NameE0012,구르밍,6,Cook,40001,10002,-40,55a8f4aea65e4a0289aa089c8b09b953,/55a8f4aea65e4a0289aa089c8b09b953/Sprite/1.00/0.64/-1.50/-15.50,eff7ffc0de9c4bd8ae5b05ff194234e9,3db4a4ff06114eb1b3793a0016c5e478,b5521c0a0eac49b389b90bdf0e414023,479e53ff0d9d40d2baab8617ecdf39ce,4654d54f59ad4cf6af6a8fb687ec4dca,c89ed8cf002e476b8467e74e31663279,e48416ae3f464a1d9a62d16d2ddef3a2,d08cde4dcd7745bb9bd5d32b8f66aa08,EquipE0012,6acf5a00520c41aaa5439bf24150e566,a9853e7a7c314c5b81633e6569b66feb,4a99d89db5c645b2a46768061ecd095f,9ecd8ba265ba4c349df48e1bffde7cdf,5b2cf74498cf41e5801ae73051584b2d,206cc1d646fb4b79b10bfb8232a3b893,bf84e23fbed14097b076f751a72bf66e,99641d2df1f4408c86653cc1b3ef840b,6e2721ba94804e8e9d73a827d126f765
E0013,NameE0013,구름양,6,Serving,30003,20002,-40,1be7c67fd61a4766bdc8c4eb06cec977,/1be7c67fd61a4766bdc8c4eb06cec977/Sprite/0.95/1.00/0.00/-28.00,26be6ca610a0434aae5283a82182e1ee,f019472fc5fe4b13a7c3dfe0e79f76e1,7e6f3307ff304969a7d9b2ab88c23130,7ac1f4923c994506b8bf1ec32fecbdad,fa7015b4a8e64b87af9a3037b4690b18,8cd103436d644f36aeb94929539f7045,6d70712af8dd4314a4060cbf1b03dbc2,817ef2ced88844b1b693f406f5b3fb3f,EquipE0013,6ee15afdcc3b4b72999369e155e7ef8a,365e27ac2996465297f45224b5090af8,fa27904ffc42401a93ade79e1eb394c5,438b221903a846f38a9a653af3f93af4,bf591e51041c449c86e9a99c3ea9f681,492e938f373a43c590fc67be90a1dde3,c8792557c8164c2387f72f46892672ce,ff7ecee5a4144c42bba4e4e8e45d7cbd,0fd11b12edc34d5fb11ecef7fc2a5ce8
E0014,NameE0014,꼬마별,6,Cook,30003,10001,-40,01540b0718af4b269ee23384180d6029,/01540b0718af4b269ee23384180d6029/Sprite/1.00/0.93/-0.50/-26.00,688e065bf6cf4439af6ef0213f9f6737,5235353596c54c7aa6a1b85e401b2e22,37e5a5720fe5475a80eee9fb703e8474,c164695fa5424ecf89f3ee843df8e736,10f8a016e77442009cc57ce26ba2c45b,f458eb2feb014ccaaabb04f9340c2ce6,ef450277b60f4420a141964576d36d80,6df5883c190a4b6a865764b1d79873df,EquipE0014,88e15da3aee34316bd11c4c097bf55c2,23eced6053f44929be3d5fb2d6b47bfd,28ca6221465546969e3d0f8a97009c84,7c9550e967b148298d737a7715edef82,d95b9de6a1e3494d8439f99d732c80ed,1f5dd21322e44feba3d95b8c77f24aa0,ae0fc66f163e482790c0623c961dcda5,bcc69d17f27f409c9d8e72d28408801c,8e2b124d6fb34524950ef0e977ed04ab
E0015,NameE0015,소공,7,Serving,30003,20001,-40,202ec1d8276d4042b05b7aa98ea94f49,/202ec1d8276d4042b05b7aa98ea94f49/Sprite/0.90/1.00/-1.50/-20.50,0c5ac33f050544259859ca5eca8c5415,03008418a2f94af8b9b9116d4d594175,20e36a33d40a4778b513871fe4cf60a5,074621d9114148ddb15749427658503f,a803841fda2a4d9aaa29a59eca52cff5,22182a2d00084439b290e60c3c2de74b,7b95dbeda96848ac9517b92ac2cf8181,6c0cd6034d5143c89aa192f907f2c883,EquipE0015,0c6933bf22064664bd38e77390d6f080,3dcf570fc23d405aaec1b882c6c56797,0af4207d125b4427a750ec7f81a2d96b,90b6cb857d4440cd92830641890680ff,13a66b06645d4ca088c08fe31ec81ce4,35a1be75054e4e3d8c9d22c6a8d33b53,a078550a4e294c5da9f9ac3325898e12,9f804eb8ad3a4b26be87b2993673d72f,de9b57837ace4d399e325e86608858dd
E0016,NameE0016,손오공,7,Serving,40002,20002,-40,8a50161240c84c2ab4ae99df2b878c44,/8a50161240c84c2ab4ae99df2b878c44/Sprite/0.82/1.00/1.00/-25.50,991f2f28908848ae89abb7a4899e54aa,5b589359655e411e8ab75e5caf515cf5,74c73e606f6c48c1a83e3b911fb5db1b,ca9ec5320db941ed9e46804b3d919a11,a000a493a39842b0b16c81d16a011b49,fcdef62ca65f46b9a38a163e777201be,6b05d53e1b484646a03f40a1e49db8a5,6aece57e20f4465987f7d742946d60ad,EquipE0016,19086ff4d9114db2a95a69c3ad4b6d2b,0e4534cdac494090b016af5f64c1f88c,d8dec5933c7d460a97f70588ae68c5b7,0ea5d0e1df6a4416883340b424d37837,bae948310db04ab2a5021662d8cfb5af,5a62c57f4cc24f778c5784199ee9d978,dfb2bce6ed524884a24572b7bd84213e,0c481bed54bd4cc58ee5c2ddd1c43744,84c837a1853b4614aa76a01d3f1f19ec
E0017,NameE0017,뚠호,7,Serving,40002,20002,-40,8e72643eb1cd4ddd8e657950b85000d1,/8e72643eb1cd4ddd8e657950b85000d1/Sprite/1.00/0.65/-1.50/-16.50,9bfa4701c09649938849a452a1e49791,cef6ec2423b9462bbd095ac5c7949e65,752936e1ba744c3194a5832fe81f531f,a680c9dd83584c679de3eac58f29f5a8,516ec49aadd44ae3b45d3b60d0e57b39,fcd951794d2549d2b8af4fc5683de6b8,2ad4e68159614836b631abfcbaf2e886,bdc23038e4a34f70b676b8284fec86d9,EquipE0017,2bba82b6e4254e658f0294d3fd075746,f50b24396fe143c9ab71e14dce19b65c,1f262d7492be48d5b0e8af8b00ccb939,29dd6323b810423c93eb1abe319eef8c,05cf3658e7274b1eba15d19ab2745ebb,33d38e5896724c4aa2629b9eb7c580c4,8c19b9bf94ee44efbd697d5f6aae2219,6688ed34e6bf4df8b19f3cc780dcdb89,2867160cc5674700aadaef40288f2897
E0018,NameE0018,다람쥐 아론,8,Serving,30001,20002,-40,47f87b775fdf4461b07330a4cc1712fb,/47f87b775fdf4461b07330a4cc1712fb/Sprite/1.00/0.88/-3.50/-18.00,a82ff0cb447146ab998ba8d15fef4e82,b24f1618ec4c47efbb32200250525ff2,894554ff013b4e42a5842d25fb2cf145,54b5ec5016294ff5a0f5eff0237f7784,049748cda64444238877414f82fe0274,4061ea60302541209b4a1c4e97f5b3c9,ca2360f8c84e4731a7f514083e7708e0,fb9f674f42a24c5d97a98116e1a04296,EquipE0018,dc90de6fcdfd4ebdbcaee04b5e1be876,3765f79f1d054ad8af651cb719684ad3,772642bfb14441798a56a82f78042b35,0cc83758d8b140a8874eb082a9615bf1,04bd708bc3494012ae3cfed77f50be00,8773042e9e1841a08efeed5b5ae5eed5,9dd665da81434378b8dcb2f51b97e5c7,ae53c288f21c4b61bbe510f3588be4ad,91f4fcbba44c46ae832259e7d36298b8
E0019,NameE0019,다람쥐 민트,8,Serving,30004,20001,-40,379851a7d64e4ce0a3fcdeef72a22fd5,/379851a7d64e4ce0a3fcdeef72a22fd5/Sprite/1.00/0.88/-3.50/-18.00,57f66f0b3a0d4083a8c7e0e1b98971e0,c44d236593df4ace8eaa0f8c44b27ecc,6ccc5986168e40debb1861156aaa53c7,14541f26ae8e4401b005ca56d50fa412,bdc4b59e7c144b87bc9d61702921445d,de9e7d31410941188a74a9d6855c2713,64767ee36604444d94eb2eba21765df2,94ca99129301411e96ce0ca63395a71a,EquipE0019,7711c353753c45d0a141d189c7a9b8c2,768ecf19860844d0a9a15742e222ee29,b1c30dad6ce84b37bad5bb01bffbcefa,efd5b09dc93541f1a466bfc76ca8cafe,d09177324c3c43dd9d44b6db57cd1207,c685122185f04e438bf3a1cb3a762b72,37dc25cfac9f43e49f984dc9ce4a173b,d83b5f69e78e4e11979872780e09b1eb,51b926d2a5ce4e989839b3c7dd036a59
E0020,NameE0020,다람쥐 핑크,8,Serving,30006,20002,-40,42596f51a04e4d4395d53af491b7b481,/42596f51a04e4d4395d53af491b7b481/Sprite/1.00/0.88/-3.50/-18.00,1f28bc78374f40048c2aa4910d1b7406,0648e196c1654eaba5f28290274f9e70,56354f6b45264096ab08794e4efd5a02,63bd5199d7b14d1bb2a1e8236af996f4,4c01cb85343e4714a3e369a975ce7835,edb7f53828dc4f7fa2882bb5c4dfbb70,017e4d52e853401ba67b0c3a3bb87cfc,d6173ab40729467fbe2a53011d07f38a,EquipE0020,fdaeb2513145461190cec9c878d26e23,8dc4388fb7e5499e9e4df2831347896e,f644ef283507409e9f7ae5e305480393,73535ff77e1c4f3199aeb619b59e6dee,2dca976af19349a6a168bfb55cfc9c8c,f8064d1863f34df2b6807359777847ec,b91be969cfc74ff3bdf08fcc63fe6366,4ed734f3a3404d55a74c242fd9783f9f,c3f032452c25405da02eab563fe5db8a
E0021,NameE0021,흥라임,9,Serving,30005,20001,-40,b93bbab7fc514adcb626f1c297e634dd,/b93bbab7fc514adcb626f1c297e634dd/Sprite/1.00/0.75/-3.00/-10.50,b6d0533dbef34007ab1a34bfb0e74b5c,aa522a8ac4f740a7a89c94fa001b5fd3,247cc018d9c548f68c1f864580b2a6a9,0c573ed3dd6b428f89c527a5569150c6,ae535023b2634e40b6c3d779a1ee0d1b,effe38df59a54c219c635330cd91f42b,2628ec4ecb6a4145ab831fe16350ec15,e287e81a98d04a579b9d81ec040728e9,EquipE0021,50f9f5052dd847348bf717be38d58cec,63512f60dd5545d09a73a16b06bd7f0f,514ee581632b47938e7593ac3eda1014,efc25ce55d594827bc5b33547745c6f2,6a57d901b70f4989baa3e4cbae6115b6,14eb39d9adde49109ad2af567bbde452,b4f0429ea83c46648ed9ab969516f6a4,def819cecfd942a0b704dded978d24ca,e29e1bce36974c428ae68c4cab7b77db
E0022,NameE0022,슬라임 미니,9,Cook,40005,10001,-40,16c632fb97e14e8ea9a64bcd44904fa5,/16c632fb97e14e8ea9a64bcd44904fa5/Sprite/1.00/0.90/-1.00/-13.50,71da94ef8da84a1e9917534554c722c7,2eb54359fa1c46e194434b12926a85fc,26012eadf0ad4746a01491d9f3d6bc27,31557fcd00e64c42aada64e6c4360ec9,901a104e9e34463cabce08ef37c270f5,8186c4c92e26450a87cd191fff72b397,289900e917274e18ba127c9c70f54141,00f5c2c568844608aec9f0d51ff5eb7b,EquipE0022,0b668437e9f14b1aacde792f416e0cfb,0f9f70c008ef4949bd263c0e99d7b91a,4356034abdc2495e83dd910103194052,80682de6498d43e0bf64283719979cb5,1a314f64e70742aaaf8162b5858a0e47,4356034abdc2495e83dd910103194052,99f971db613b416c99f60609c6ddc6ba,d2168787fb314b4fb36f8b2cbdce3aca,9d7591404d7748bfbafb5ef98435a18f
E0023,NameE0023,쁘띠 부우,9,Cook,30001,10001,-40,4191619f5b554780ae33829245b90f6b,/4191619f5b554780ae33829245b90f6b/Sprite/1.00/0.90/-1.50/-20.50,ac77e2452c2347e78f3200e9e56e2763,d9bbbc1f08e84376a7ad958ce08f155d,1df19c34c71a4ff4be432d9a51da632c,85171a689d1c4453894bf9f60f5ee209,49a206aa56c0405796295fcde2ca2fa3,9e5451eee1544c84a8d52c54d037377c,22415aeb131843378046847fa9aa9adb,e4ba3cb5e3f64501818cfa9bc5cca439,EquipE0023,65439ea3434f45b38606bf621e582814,6724152372e54c228709bcaa6b5d7b32,6724152372e54c228709bcaa6b5d7b32,8634af6ae7d2406ebc643b46d025e63b,1b05dd46d3684e57ba82f5815c13faa0,2e4060f276024f7cb5496b76bee5685a,23080cf661de48dca28c900efe6d45ca,c61eab26308d4f0b8ce6f59d5d47913f,ec8799335f6c40e4bd548b8baa4b792e
E0024,NameE0024,말랑 핑크빈,10,Cook,40004,10001,-40,27c7990c3e604df985fefec32b152c9b,/27c7990c3e604df985fefec32b152c9b/Sprite/1.00/0.91/-17.00/-15.50,57a41f6949d944c5b6ba6c70bbb783a2,7440768cc4d54e77b3e3bf63acfa5386,5a8b7bbdae864248beae10d692bd50e1,1fbe5bfb48034548886146243767d431,4dc7242178814f18ab921c6aebff10d6,e45f3dc68c3c4ce3bdfc5a6e501685ec,5c8fab028ca2481ca0a1f9dc02f54d1b,a946105807954340a914d225f6bd814e,EquipE0024,37aba00fa1af4d43a7c61384b37c22d3,f87242d858e949e8952f377fce909d25,1f788cec6e9f4d7fb89346f408ab852c,4156a14970e144998ae69388e0dddfab,e554d69f850f4257869974d3b4b3741e,465d796b3d794618adae6315687f4efa,1cfdb32069564100a4ff1e31fa32fdf2,c1616dce6a084e49b38a5c198edacdd5,f139dcf6fb7249d0b3d438ff2eef43b0
E0025,NameE0025,미니 포포,10,Cook,40005,10002,-40,77c0273f2c08434e83d15e0588785717,/77c0273f2c08434e83d15e0588785717/Sprite/1.00/0.57/-1.00/-14.50,8a0e96b275754368823cfadc60fa4644,7ed64b0932ac4575817bfcabdc275ad8,209df230e2574dec83b1eb9ee4e54d57,d11dabc7371e42f982a06bd8f25467de,f9c83afc4cc54e8c816ec1c3c71c3f16,767269c187cf47b391fec60c68496708,f6f703c106bb48b49988c48421c2fd69,ba240682477940e09eac487ac9b07f7a,EquipE0025,b872ddc0ccaa455d889261f2a8f98146,e968fa44c69543c98ab7cfb59b4e9622,ee63056c26fc4e169eb9376c3377304e,2be75912994f45218a9daa313ac0d634,3eeb098cc32f4583a4e537c6d3c397af,ba9ffd345d9b4a93b17dd9af20f6632c,83f155ce4bcd4b7c90f6e58bdb259f67,be373afcb7424abca5d672e141fbbca7,9886cdc750824adb82388dc3d2fce337
E0026,NameE0026,미니 마르,10,Serving,30006,20002,-40,026d57e04471488d92fd42168f95df39,/026d57e04471488d92fd42168f95df39/Sprite/1.00/1.00/-2.00/-17.00,1358f9f7e0d3438dac9ef3522b64f983,3887430a9c064407a507bfa6554231ca,99c91cbd210b46e5bb2df508c09a3b6a,f6ea1a6d8229458e84a82c42171f3b68,49118860ed004ae58f84006956a6733d,8907493be12046678fd79fb1a1a57bf6,49118860ed004ae58f84006956a6733d,2bddb93744e94faeac1166159deec95c,EquipE0026,2bb3d7c30d974a47811156af2eda4227,cc5aaecb583348a2a57eb8acdd0a5345,c7309d2a77234714a953e8ce8898a218,9259430599dc4edeb95b757da0f75eaf,d2ffe624ac334ead8ab2c53ffaa92315,56c13eea58cd4360953d098d1969b1e9,9ee1f20d25db4bd2ae6b0ab250bfd1d1,56c13eea58cd4360953d098d1969b1e9,e36f08d6f60142c9807cb40712c22452
E0027,NameE0027,미니 꼬꼬,11,Serving,40002,20002,-40,49e04ac05f634673ba3605ad0d8a1f1f,/49e04ac05f634673ba3605ad0d8a1f1f/Sprite/1.00/1.00/-2.00/-12.00,f2b16f2551f24b7aa8ecd897f0be0f61,803547d173f344f6861bed55a328f368,06f23b5b24824366928c2173dd9852f2,3bc7906867594b64bff251662abfff56,64baf1281d144148acb0f91c7f315005,5f948bbf4be74cde8dd6fb7be3b26581,64baf1281d144148acb0f91c7f315005,349ba46a15464cda948dd9746427c5a0,EquipE0027,bd62a10593994b03ac8de17662e84cfd,905e0a609e36459ca2a7926a0840e5d5,8f745550772a4a56a4bde6c7839519d9,3e359ab3b7e945098f8ed50604b96289,2f5f9bbb6cec46518e18e310f2ead389,1e702eaf79534696a0a0d4b4d0b5ce4f,2eb020fabc5b4791b15803fe1076698d,1e702eaf79534696a0a0d4b4d0b5ce4f,6af99c75cf9f4207857f119833bceb91
E0028,NameE0028,병아리,11,Cook,30004,10002,-40,55d76d88c3bf49bb83903bebf6b3f28d,/55d76d88c3bf49bb83903bebf6b3f28d/Sprite/1.00/0.91/-2.00/-10.00,ca041471967f497095898ed9dd8fcbaf,3a3330c9ae8048b886d0541055d83f94,f561128d31f14e59b2e8222c0f06f1f6,4f8e94f6b6ef4651ae9ae114d5a1b0bc,32c46226f2c64930a34c0da324589664,99fdbd0b816f401f888ea7d88c40c1be,bf3dfd65cd5046eeaa3eda289d8b0f03,d383999fd7304fc9ae6865c51608e80b,EquipE0028,b4fdc7af3e1b41c4ba27c694a0e082b9,30f9e7ff5ff8439cabc91590251094b8,34bf9a210ee047c48a69f96d78d52466,4bc114fae7a041949e567ea213e822ad,c81634d6dca84532abccae830fe6602c,cd6df8a9415c4168913ba15c773f2645,7d8862468baf494db6457f235755c53f,5ffef5ea842647318f2514a891ee3fa2,1c5aa2306a924110b4eac1943bde294a
