PresetID,SetSeason,UnitCount,CharID_1,CharID_2,CharID_3,CharID_4,CharID_5,CharID_6,CharID_7,CharID_8,CharID_9,CharID_10,CharID_11,CharID_12,NeedSynergy,UseRuneType,Explain
EP012040026,1.2,4,C20008,C20016,C20017,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10008_Normal,"3 마가티아, 2 추격자, 1 책사"
EP012040027,1.2,4,C20016,C20017,C30008,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10006_Normal,"3 마가티아, 2 사냥꾼, 1 책사"
EP012040028,1.2,4,C20016,C20017,C30010,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 1 전직교관, 1 책사"
EP012040029,1.2,4,C20016,C20017,C30013,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 1 전직교관, 1 책사"
EP012040030,1.2,4,C20004,C20016,C20017,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 1 전직교관, 1 책사"
EP012040031,1.3,4,C10018,C20008,C20018,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10008_Normal,"3 미우미우, 2 추격자"
EP012040032,1.3,4,C10018,C20018,C30010,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 1 전직교관"
EP012040033,1.3,4,C10018,C20018,C30013,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 1 전직교관"
EP012040034,1.3,4,C10018,C20004,C20018,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 1 전직교관"
EP012040035,1.3,4,C10017,C20018,C30013,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 1 전직교관"
EP012040036,1.4,4,C10019,C20019,C30017,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal,4 처형자
EP012040037,1.4,4,C10005,C20019,C30011,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10017_Normal,"2 처형자, 3 빅토리아 아일랜드"
EP012040038,1.4,4,C10009,C10019,C30008,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10016_Normal/Synergy_S10006_Normal/Synergy_S10022_Normal,"2 처형자, 2 엘나스, 2 사냥꾼, 2 시그너스"
EP012040039,1.4,4,C20009,C20010,C30017,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10018_Normal/Synergy_S10016_Normal,"2 처형자, 2 슬리피우드, 2 엘나스"
EP012040040,1.4,4,C10019,C20010,C30005,C30017,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10018_Normal/Synergy_S10022_Normal,"2 처형자, 2 슬리피우드, 2 시그너스"
EP012040041,1.5,4,C10020,C20020,C20021,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal,4 결투가
EP012040042,1.5,4,C10005,C20020,C30011,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10017_Normal,"2 결투가, 3 빅토리아 아일랜드"
EP012040043,1.5,4,C10009,C10020,C30008,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10016_Normal/Synergy_S10006_Normal/Synergy_S10022_Normal,"2 결투가, 2 엘나스, 2 시그너스, 2 사냥꾼"
EP012040044,1.5,4,C20006,C20021,C30010,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"2 결투가, 2 루디브리엄, 1 전직교관"
EP012040045,1.5,4,C10020,C20004,C30005,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10022_Normal/Synergy_S10024_Normal,"2 결투가, 2 시그너스, 1 전직교관"
EP012040046,1.6,4,C10003,C20022,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10003_Normal,"3 판타스틱 테마파크, 2 선봉장"
EP012040047,1.6,4,C10021,C20022,C30013,C30020,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10010_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 2 저격수, 1 전직교관"
EP012040048,1.6,4,C10021,C20008,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10008_Normal,"3 판타스틱 테마파크, 2 추격자"
EP012040049,1.6,4,C10021,C20022,C30010,C30020,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 1 전직교관"
EP012040050,1.6,4,C10021,C20004,C20022,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 1 전직교관"
EP012050001,1,5,C10001,C10002,C10004,C20002,C30001,,,,,,,,-,Battle/Synergy_S10001_Normal,"5 마스코트, 2 엘나스, 2 예티와 페페"
EP012050002,1,5,C10005,C20003,C20004,C30002,C30003,,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"5 수호대, 1 전직교관"
EP012050003,1,5,C10003,C10006,C30004,C30005,C30009,,,,,,,,-,Battle/Synergy_S10003_Normal,"4 선봉장, 2 시그너스"
EP012050004,1,5,C10007,C20005,C20006,C30006,C30007,,,,,,,,-,Battle/Synergy_S10004_Normal,5 마법사
EP012050005,1,5,C20001,C20007,C30005,C30009,C30010,,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"3 그림자, 2 기사단장, 2 시그너스, 1 전직교관"
EP012050006,1,5,C20009,C20010,C30001,C30004,C30011,,,,,,,,-,Battle/Synergy_S10009_Normal,"3 싸움꾼, 2 슬리피우드, 2 엘나스"
EP012050007,1,5,C10013,C20012,C20013,C30011,C30012,,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10017_Normal/Synergy_S10020_Normal,"3 방해꾼, 3 빅토리아 아일랜드, 2 아케인리버"
EP012050008,1,5,C10003,C10008,C20003,C20005,C30002,,,,,,,,-,Battle/Synergy_S10015_Normal,"5 시간의 신전, 1 책사"
EP012050009,1,5,C10001,C20002,C20009,C30001,C30008,,,,,,,,-,Battle/Synergy_S10016_Normal/Synergy_S10001_Normal,"4 엘나스, 3 마스코트, 2 예티와 페페"
EP012050010,1,5,C10002,C10005,C10013,C30011,C30012,,,,,,,,-,Battle/Synergy_S10017_Normal,5 빅토리아 아일랜드
EP012050011,1,5,C10009,C20010,C30004,C30005,C30008,,,,,,,,-,Battle/Synergy_S10018_Normal,"2 슬리피우드, 2 선봉장, 2 시그너스, 2 사냥꾼"
EP012050012,1,5,C10008,C20006,C20011,C30003,C30013,,,,,,,,-,Battle/Synergy_S10019_Normal/Synergy_S10024_Normal,"2 루디브리엄, 2 저격수, 1 전직교관, 1 책사"
EP012050013,1,5,C10004,C20002,C20012,C20013,C30001,,,,,,,,-,Battle/Synergy_S10020_Normal,"3 아케인 리버, 2 엘나스, 2 예티와 페페"
EP012050014,1,5,C10006,C10007,C20006,C20008,C30007,,,,,,,,-,Battle/Synergy_S10021_Normal/Synergy_S10004_Normal,"3 오르비스, 3 마법사"
EP012050015,1,5,C10010,C20011,C30007,C30008,C30013,,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"3 모험가, 2 저격수, 2 엘나스, 2 사냥꾼, 1 전직교관"
EP012050016,1.1,5,C10014,C10015,C20014,C20015,C30014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP012050017,1.1,5,C20010,C20014,C20015,C30011,C30014,,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10009_Normal,"3 아랫마을, 3 싸움꾼"
EP012050018,1.1,5,C20014,C20015,C30006,C30007,C30014,,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10004_Normal,"3 아랫마을, 3 마법사"
EP012050019,1.1,5,C10014,C20002,C20015,C30001,C30014,,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10001_Normal,"3 아랫마을, 3 마스코트, 2 엘나스, 2 예티와 페페"
EP012050020,1.1,5,C20014,C20015,C30005,C30013,C30014,,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"3 아랫마을, 2 선봉장, 1 전직교관"
EP012050021,1.2,5,C10011,C20016,C20017,C30008,C30015,,,,,,,,-,Battle/Synergy_S10032_Normal,"3 마가티아, 2 추격자, 2 엘나스, 2 사냥꾼, 1 책사"
EP012050022,1.2,5,C10016,C20004,C20017,C30003,C30015,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 3 수호대, 1 전직교관, 1 책사"
EP012050023,1.2,5,C20008,C20016,C20017,C30010,C30015,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 2 추격자, 1 전직교관, 1 책사"
EP012050024,1.2,5,C20008,C20016,C20017,C30013,C30015,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 2 추격자, 1 전직교관, 1 책사"
EP012050025,1.2,5,C20016,C20017,C30008,C30013,C30015,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 2 사냥꾼, 1 전직교관, 1 책사"
EP012050026,1.3,5,C10018,C20018,C30006,C30007,C30016,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10004_Normal,"3 미우미우, 3 마법사"
EP012050027,1.3,5,C10017,C20012,C20013,C20018,C30016,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10011_Normal,"3 미우미우, 3 방해꾼"
EP012050028,1.3,5,C10017,C20004,C20018,C30003,C30016,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"3 미우미우, 3 수호대, 1 전직교관"
EP012050029,1.3,5,C10018,C20008,C20018,C30010,C30016,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 2 추격자, 1 전직교관"
EP012050030,1.3,5,C10018,C20008,C20018,C30013,C30016,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 2 추격자, 1 전직교관"
EP012050031,1.4,5,C10019,C20019,C30001,C30017,C30018,,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 엘나스"
EP012050032,1.4,5,C10019,C20019,C30004,C30017,C30018,,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 슬리피우드"
EP012050033,1.4,5,C10019,C20019,C30005,C30017,C30018,,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 시그너스"
EP012050034,1.4,5,C10019,C20019,C30010,C30017,C30018,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10024_Normal,"4 처형자, 1 전직교관"
EP012050035,1.4,5,C10019,C20019,C30013,C30017,C30018,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10024_Normal,"4 처형자, 1 전직교관"
EP012050036,1.5,5,C10020,C20020,C20021,C30008,C30019,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 엘나스"
EP012050037,1.5,5,C10020,C20020,C20021,C30003,C30019,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 루디브리엄"
EP012050038,1.5,5,C10020,C20020,C20021,C30005,C30019,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 시그너스"
EP012050039,1.5,5,C10020,C20020,C20021,C30010,C30019,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10024_Normal,"4 결투가, 1 전직교관"
EP012050040,1.5,5,C10020,C20020,C20021,C30013,C30019,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10024_Normal,"4 결투가, 1 전직교관"
EP012050041,1.6,5,C20012,C20013,C20022,C30020,C30021,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10011_Normal/Synergy_S10020_Normal,"3 판타스틱 테마파크, 3 방해꾼, 2 아케인리버"
EP012050042,1.6,5,C20010,C20022,C30004,C30020,C30021,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10003_Normal/Synergy_S10018_Normal,"3 판타스틱 테마파크, 2 선봉장, 2 슬리피우드"
EP012050043,1.6,5,C10003,C20022,C30013,C30020,C30021,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10010_Normal/Synergy_S10003_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 2 저격수, 2 선봉장, 1 전직교관"
EP012050044,1.6,5,C10021,C20008,C30013,C30020,C30021,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10008_Normal/Synergy_S10010_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 2 추격자, 2 저격수, 1 전직교관"
EP012050045,1.6,5,C10021,C20008,C30005,C30020,C30021,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10003_Normal/Synergy_S10008_Normal,"3 판타스틱 테마파크, 2 추격자, 2 선봉장"
EP012060001,1,6,C10001,C10002,C10004,C20002,C30001,C30011,,,,,,,-,Battle/Synergy_S10001_Normal,"5 마스코트, 3 빅토리아 아일랜드, 2 엘나스, 2 예티와 페페"
EP012060002,1,6,C10008,C20003,C20004,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관, 1 책사"
EP012060003,1,6,C10003,C10006,C20008,C30004,C30005,C40009,,,,,,,-,Battle/Synergy_S10003_Normal,"4 선봉장, 3 오르비스, 2 추격자"
EP012060004,1,6,C20005,C20006,C30003,C30006,C30007,C40002,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 루디브리엄, 1 전직교관"
EP012060005,1,6,C20006,C20007,C30003,C30009,C30010,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 루디브리엄, 1 전직교관"
EP012060006,1,6,C20001,C20009,C20010,C30004,C30011,C40010,,,,,,,-,Battle/Synergy_S10009_Normal,"5 싸움꾼, 2 슬리피우드, 2 엘나스"
EP012060007,1,6,C10012,C20011,C30002,C30007,C30013,C40013,,,,,,,-,Battle/Synergy_S10010_Normal,"4 저격수, 3 모험가"
EP012060008,1,6,C10013,C20012,C20013,C30011,C30012,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Normal,"5 방해꾼, 3 빅토리아 아일랜드, 2 아케인리버"
EP012060009,1,6,C10003,C10008,C20003,C20004,C20005,C30002,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 시간의 신전, 3 수호대, 1 전직교관, 1 책사"
EP012060010,1,6,C10011,C20002,C20009,C30001,C30008,C40010,,,,,,,-,Battle/Synergy_S10016_Normal,"6 엘나스, 2 예티와 페페"
EP012060011,1,6,C10002,C10005,C10013,C30011,C30012,C40007,,,,,,,-,Battle/Synergy_S10017_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
EP012060012,1,6,C10004,C20012,C20013,C30001,C30008,C40007,,,,,,,-,Battle/Synergy_S10020_Normal,"3 아케인리버, 3 방해꾼, 2 엘나스, 2 사냥꾼"
EP012060013,1,6,C10006,C10007,C10012,C20008,C30005,C40009,,,,,,,-,Battle/Synergy_S10021_Normal,"5 오르비스, 2 추격자, 2 선봉장"
EP012060014,1,6,C10003,C10009,C30005,C30006,C30009,C40007,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 2 사냥꾼, 2 선봉장"
EP012060015,1.1,6,C10014,C20014,C20015,C30004,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal,"5 아랫마을, 2 선봉장"
EP012060016,1.1,6,C10015,C20014,C20015,C30008,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal,"5 아랫마을, 2 사냥꾼"
EP012060017,1.1,6,C10015,C20014,C20015,C30010,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP012060018,1.1,6,C10015,C20014,C20015,C30013,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP012060019,1.1,6,C10015,C20004,C20014,C20015,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP012060020,1.2,6,C10016,C20016,C20017,C30004,C30015,C40015,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 2 선봉장, 1 책사"
EP012060021,1.2,6,C10016,C20008,C20016,C20017,C30015,C40015,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 2 추격자, 1 책사"
EP012060022,1.2,6,C10016,C20016,C20017,C30008,C30015,C40015,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 2 사냥꾼, 1 책사"
EP012060023,1.2,6,C10016,C20016,C20017,C30010,C30015,C40015,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"5 마가티아, 1 전직교관, 1 책사"
EP012060024,1.2,6,C10016,C20016,C20017,C30013,C30015,C40015,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"5 마가티아, 1 전직교관, 1 책사"
EP012060025,1.3,6,C10017,C10018,C20008,C20018,C30016,C40016,,,,,,,-,Battle/Synergy_S10033_Normal,"5 미우미우, 2 추격자, 1 책사"
EP012060026,1.3,6,C10017,C10018,C20018,C30010,C30016,C40016,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"5 미우미우, 1 전직교관, 1 책사"
EP012060027,1.3,6,C10017,C10018,C20018,C30013,C30016,C40016,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"5 미우미우, 1 전직교관, 1 책사"
EP012060028,1.3,6,C10017,C10018,C20004,C20018,C30016,C40016,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"5 미우미우, 1 전직교관, 1 책사"
EP012060029,1.4,6,C10013,C10019,C20019,C30011,C30017,C30018,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10017_Normal,"4 처형자, 3 빅토리아 아일랜드"
EP012060030,1.4,6,C10019,C20019,C30008,C30017,C30018,C40006,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 엘나스, 2 슬리피우드, 2 사냥꾼"
EP012060031,1.4,6,C10019,C20019,C30008,C30017,C30018,C40007,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 엘나스, 2 시그너스, 2 사냥꾼"
EP012060032,1.4,6,C10019,C20019,C30004,C30005,C30017,C30018,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 슬리피우드, 2 선봉장, 2 시그너스"
