PresetID,SetSeason,UnitCount,CharID_1,CharID_2,CharID_3,CharID_4,CharID_5,CharID_6,CharID_7,CharID_8,CharID_9,CharID_10,CharID_11,CharID_12,NeedSynergy,UseRuneType,Explain
EP013040010,1,4,C10004,C20012,C20013,C30012,,,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Normal/Synergy_S10020_Add,"3 방해꾼, 3 아케인리버"
EP013040011,1,4,C20003,C20004,C20005,C30002,,,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"3 시간의 신전, 3 수호대, 1 전직교관"
EP013040012,1,4,C20002,C20009,C30001,C30008,,,,,,,,,-,Battle/Synergy_S10016_Normal,"4 엘나스, 2 예티와 페페"
EP013040013,1,4,C10013,C20013,C30011,C30012,,,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"3 빅토리아 아일랜드, 3 방해꾼"
EP013040014,1,4,C20010,C30004,C30005,C30009,,,,,,,,,-,Battle/Synergy_S10018_Normal/Synergy_S10003_Normal/Synergy_S10022_Normal,"2 슬리피우드, 2 선봉장, 2 시그너스"
EP013040015,1,4,C20006,C30003,C30009,C30010,,,,,,,,,-,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"2 루디브리엄, 3 그림자, 1 전직교관"
EP013040016,1,4,C10006,C10012,C20008,C30005,,,,,,,,,-,Battle/Synergy_S10021_Normal/Synergy_S10003_Normal,"3 오르비스, 2 선봉장"
EP013040017,1,4,C20006,C30005,C30006,C30007,,,,,,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10004_Normal,"2 시그너스, 3 마법사"
EP013040018,1,4,C10010,C20011,C30007,C30013,,,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10010_Normal/Synergy_S10024_Normal,"3 모험가, 2 저격수, 1 전직교관"
EP013040019,1,4,C20001,C20007,C20010,C30011,,,,,,,,,-,Battle/Synergy_S10025_Normal/Synergy_S10009_Normal,"2 기사단장, 3 싸움꾼"
EP013040020,1.1,4,C20014,C20015,C30005,C30014,,,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10003_Normal,"3 아랫마을, 2 선봉장"
EP013040021,1.1,4,C10015,C20014,C30008,C30014,,,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10006_Normal,"3 아랫마을, 2 사냥꾼"
EP013040022,1.1,4,C20014,C20015,C30010,C30014,,,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"3 아랫마을, 1 전직교관"
EP013040023,1.1,4,C20014,C20015,C30013,C30014,,,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"3 아랫마을, 1 전직교관"
EP013040024,1.1,4,C20004,C20014,C20015,C30014,,,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"3 아랫마을, 1 전직교관"
EP013040025,1.2,4,C20016,C20017,C30008,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10006_Normal,"3 마가티아, 2 사냥꾼, 1 책사"
EP013040026,1.2,4,C20008,C20016,C20017,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10008_Normal,"3 마가티아, 2 추격자, 1 책사"
EP013040027,1.2,4,C20016,C20017,C30010,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 1 전직교관"
EP013040028,1.2,4,C20016,C20017,C30013,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 1 전직교관"
EP013040029,1.2,4,C20004,C20016,C20017,C30015,,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"3 마가티아, 1 전직교관"
EP013040030,1.3,4,C10018,C20008,C20018,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10008_Normal,"3 미우미우, 2 추격자"
EP013040031,1.3,4,C10018,C20018,C30010,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 1 전직교관"
EP013040032,1.3,4,C10018,C20018,C30013,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 1 전직교관"
EP013040033,1.3,4,C10017,C20004,C20018,C30016,,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"3 미우미우, 1 전직교관"
EP013040034,1.4,4,C10019,C20019,C30017,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal,4 처형자
EP013040035,1.4,4,C20004,C30008,C30017,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10016_Normal/Synergy_S10024_Normal,"2 처형자, 2 엘나스, 1 전직교관"
EP013040036,1.4,4,C10019,C30004,C30005,C30017,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10018_Normal/Synergy_S10022_Normal/Synergy_S10003_Normal,"2 처형자, 2 슬리피우드, 2 시그너스, 2 선봉장"
EP013040037,1.4,4,C20019,C30011,C30012,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10017_Normal,"2 처형자, 3 빅토리아 아일랜드"
EP013040038,1.4,4,C10009,C10019,C30008,C30018,,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10016_Normal/Synergy_S10022_Normal/Synergy_S10006_Normal,"2 처형자, 2 시그너스, 2 엘나스, 2 사냥꾼"
EP013040039,1.5,4,C10020,C20020,C20021,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal,4 결투가
EP013040040,1.5,4,C20020,C30011,C30012,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10017_Normal,"2 결투가, 3 빅토리아 아일랜드"
EP013040041,1.5,4,C10009,C10020,C30008,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10016_Normal/Synergy_S10022_Normal/Synergy_S10006_Normal,"2 결투가, 2 엘나스, 2 시그너스, 2 사냥꾼"
EP013040042,1.5,4,C20021,C30003,C30008,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10016_Normal/Synergy_S10019_Normal,"2 결투가, 2 루디브리엄, 2 엘나스"
EP013040043,1.5,4,C10020,C30004,C30005,C30019,,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10022_Normal/Synergy_S10003_Normal,"2 결투가, 2 시그너스, 2 선봉장"
EP013040044,1.6,4,C20022,C30004,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10003_Normal,"3 판타스틱 테마파크, 2 선봉장"
EP013040045,1.6,4,C20022,C30013,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10010_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 2 저격수, 1 전직교관"
EP013040046,1.6,4,C10021,C20008,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10008_Normal,"3 판타스틱 테마파크, 2 추격자"
EP013040047,1.6,4,C20022,C30010,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 1 전직교관"
EP013040048,1.6,4,C20004,C20022,C30020,C30021,,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 1 전직교관"
EP013050001,1,5,C10001,C10002,C10004,C20002,C30001,,,,,,,,-,Battle/Synergy_S10001_Normal,"5 마스코트, 2 엘나스, 2 예티와 페페"
EP013050002,1,5,C20003,C20004,C30002,C30003,C40001,,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"5 수호대, 1 전직교관"
EP013050003,1,5,C10003,C10006,C30004,C30005,C40006,,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10018_Normal,"4 선봉장, 2 슬리피우드"
EP013050004,1,5,C20005,C20006,C30006,C30007,C40002,,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 1 전직교관"
EP013050005,1,5,C20006,C20007,C30009,C30010,C40008,,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 1 전직교관"
EP013050006,1,5,C20001,C20009,C20010,C30011,C40010,,,,,,,,-,Battle/Synergy_S10009_Normal,"5 싸움꾼, 2 엘나스"
EP013050007,1,5,C10012,C20011,C30007,C30013,C40013,,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관"
EP013050008,1,5,C10013,C20012,C20013,C30012,C40007,,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Add,"5 방해꾼, 2 아케인리버"
EP013050009,1,5,C10003,C10008,C20003,C20005,C30002,,,,,,,,-,Battle/Synergy_S10015_Normal,"5 시간의 신전, 1 책사"
EP013050010,1,5,C20002,C20009,C30001,C30011,C40010,,,,,,,,-,Battle/Synergy_S10016_Normal/Synergy_S10009_Normal,"4 엘나스, 3 싸움꾼"
EP013050011,1,5,C10002,C10005,C10013,C30011,C30012,,,,,,,,-,Battle/Synergy_S10017_Normal,5 빅토리아 아일랜드
EP013050012,1,5,C10004,C20012,C20013,C30008,C40007,,,,,,,,-,Battle/Synergy_S10020_Normal/Synergy_S10011_Normal/Synergy_S10020_Add,"3 아케인리버, 3 방해꾼, 2 사냥꾼"
EP013050013,1,5,C10006,C10007,C10012,C20008,C40009,,,,,,,,-,Battle/Synergy_S10021_Normal/Synergy_S10008_Normal,"5 오르비스, 2 추격자"
EP013050014,1,5,C10009,C30005,C30006,C30009,C40007,,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 2 사냥꾼"
EP013050015,1,5,C10009,C20001,C30004,C30005,C40012,,,,,,,,-,Battle,"2 기사단장, 2 선봉장, 2 시그너스, 2 사냥꾼"
EP013050016,1.1,5,C10014,C10015,C20014,C20015,C30014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP013050017,1.1,5,C10014,C10015,C20014,C20015,C40014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP013050018,1.1,5,C10014,C10015,C20014,C30014,C40014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP013050019,1.1,5,C10014,C10015,C20015,C30014,C40014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP013050020,1.1,5,C10014,C20014,C20015,C30014,C40014,,,,,,,,-,Battle/Synergy_S10031_Normal,5 아랫마을
EP013050021,1.2,5,C10016,C20016,C20017,C30015,C40015,,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 1 책사"
EP013050022,1.2,5,C10016,C20004,C30003,C30015,C40015,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"3 마가티아, 3 수호대, 1 전직교관"
EP013050023,1.2,5,C10009,C20016,C20017,C30005,C40015,,,,,,,,-,Battle/Synergy_S10032_Normal,"3 마가티아, 2 선봉장, 2 시그너스, 2 사냥꾼, 1 책사"
EP013050024,1.2,5,C10011,C20016,C30008,C30015,C40015,,,,,,,,-,Battle/Synergy_S10032_Normal,"3 마가티아, 2 추격자, 2 엘나스, 2 사냥꾼"
EP013050025,1.2,5,C10008,C20016,C20017,C30015,C40005,,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10005_Normal,"3 마가티아, 3 책사"
EP013050026,1.3,5,C10017,C10018,C20018,C30016,C40016,,,,,,,,-,Battle/Synergy_S10033_Normal,"5 미우미우, 1 책사"
EP013050027,1.3,5,C10018,C20018,C30007,C30016,C40002,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10004_Normal/Synergy_S10024_Normal,"3 미우미우, 3 마법사, 1 전직교관"
EP013050028,1.3,5,C10017,C20004,C20018,C30003,C40002,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"3 미우미우, 3 수호대, 1 전직교관"
EP013050029,1.3,5,C10017,C20012,C20013,C30016,C40016,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10011_Normal/Synergy_S10020_Normal,"3 미우미우, 3 방해꾼, 2 아케인리버, 1 책사"
EP013050030,1.3,5,C10018,C20008,C30013,C30016,C40016,,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10008_Normal/Synergy_S10024_Normal,"3 미우미우, 2 추격자, 1 전직교관, 1 책사"
EP013050031,1.4,5,C10019,C20019,C30017,C30018,C40010,,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 엘나스"
EP013050032,1.4,5,C10019,C20019,C30017,C30018,C40006,,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 슬리피우드"
EP013050033,1.4,5,C10019,C20019,C30017,C30018,C40005,,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 시그너스, 1 책사"
EP013050034,1.4,5,C10019,C20019,C30017,C30018,C40011,,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 시그너스"
EP013050035,1.4,5,C10019,C20019,C30017,C30018,C40002,,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10024_Normal,"4 처형자, 1 전직교관"
EP013050036,1.5,5,C20020,C20021,C30008,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 엘나스"
EP013050037,1.5,5,C20020,C20021,C30003,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 루디브리엄"
EP013050038,1.5,5,C10020,C20021,C30009,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal,"4 결투가, 2 시그너스"
EP013050039,1.5,5,C20020,C20021,C30010,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10024_Normal,"4 결투가, 1 전직교관"
EP013050040,1.5,5,C20020,C20021,C30013,C30019,C40017,,,,,,,,-,Battle/Synergy_S10035_Normal/Synergy_S10024_Normal,"4 결투가, 1 전직교관"
EP013050041,1.6,5,C10021,C20022,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal,5 판타스틱 테마파크
EP013050042,1.6,5,C20010,C30011,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10009_Normal,"3 판타스틱 테마파크, 3 싸움꾼"
EP013050043,1.6,5,C20012,C20013,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10011_Normal/Synergy_S10020_Normal,"3 판타스틱 테마파크, 3 방해꾼, 2 아케인리버"
EP013050044,1.6,5,C20010,C30004,C30020,C30021,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10003_Normal/Synergy_S10018_Normal,"3 판타스틱 테마파크, 2 선봉장, 2 슬리피우드"
EP013050045,1.6,5,C20022,C30005,C30013,C30020,C40018,,,,,,,,-,Battle/Synergy_S10036_Normal/Synergy_S10003_Normal/Synergy_S10010_Normal/Synergy_S10024_Normal,"3 판타스틱 테마파크, 2 선봉장, 2 저격수, 1 전직교관"
EP013060001,1,6,C10001,C10002,C10004,C20002,C30001,C30011,,,,,,,-,Battle/Synergy_S10001_Normal,"5 마스코트, 3 빅토리아 아일랜드, 2 엘나스, 2 예티와 페페"
EP013060002,1,6,C20003,C20004,C30002,C30003,C40001,C40004,,,,,,,-,Battle/Synergy_S10002_Normal,"5 수호대, 2 루디브리엄, 1 책사"
EP013060003,1,6,C10003,C10006,C30004,C30005,C40006,C40007,,,,,,,-,Battle/Synergy_S10003_Normal,"4 선봉장, 2 슬리피우드, 2 시그너스, 2 사냥꾼"
EP013060004,1,6,C20006,C30003,C30006,C30007,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 루디브리엄, 1 전직교관"
EP013060005,1,6,C10008,C20003,C30002,C30003,C40004,C40005,,,,,,,-,Battle/Synergy_S10005_Normal,"3 책사, 3 시간의 신전, 3 수호대, 2 루디브리엄"
EP013060006,1,6,C10009,C10010,C30004,C30008,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 슬리피우드, 2 시그너스"
EP013060007,1,6,C20006,C20007,C30009,C30010,C40003,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 기사단장, 1 전직교관"
EP013060008,1,6,C20009,C20010,C30004,C30011,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal,"5 싸움꾼, 2 엘나스, 2 슬리피우드"
EP013060009,1,6,C10012,C20011,C30007,C30013,C40001,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관"
EP013060010,1,6,C10013,C20012,C20013,C30011,C30012,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Add,"5 방해꾼, 2 아케인리버, 3 빅토리아 아일랜드"
EP013060011,1,6,C10003,C10008,C20003,C20005,C30002,C40001,,,,,,,-,Battle/Synergy_S10015_Normal,"5 시간의 신전, 3 수호대, 1 책사"
EP013060012,1,6,C10011,C20002,C20009,C30001,C30008,C40010,,,,,,,-,Battle/Synergy_S10016_Normal,"6 엘나스, 2 예티와 페페"
EP013060013,1,6,C10001,C10005,C10013,C30011,C30012,C40007,,,,,,,-,Battle/Synergy_S10017_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
EP013060014,1,6,C10004,C20001,C20012,C20013,C40007,C40012,,,,,,,-,Battle/Synergy_S10020_Normal/Synergy_S10020_Add,"3 아케인리버, 3 방해꾼, 2 시그너스, 2 사냥꾼, 1 책사"
EP013060015,1,6,C10006,C10007,C10012,C20008,C30005,C40009,,,,,,,-,Battle/Synergy_S10021_Normal,"5 오르비스, 2 추격자, 2 선봉장"
EP013060016,1,6,C10009,C30004,C30005,C30006,C40007,C40011,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 2 사냥꾼, 2 선봉장"
EP013060017,1,6,C10010,C20004,C20011,C30007,C40001,C40013,,,,,,,-,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"5 모험가, 2 저격수, 1 전직교관"
EP013060018,1,6,C20001,C20007,C20009,C30011,C40003,C40012,,,,,,,-,Battle/Synergy_S10025_Normal,"4 기사단장, 3 싸움꾼"
EP013060019,1.1,6,C10014,C20014,C20015,C30004,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal,"5 아랫마을, 2 선봉장"
EP013060020,1.1,6,C10015,C20014,C20015,C30014,C40012,C40014,,,,,,,-,Battle/Synergy_S10031_Normal,"5 아랫마을, 2 사냥꾼"
EP013060021,1.1,6,C10015,C20014,C20015,C30014,C40002,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP013060022,1.1,6,C10014,C20014,C20015,C30010,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP013060023,1.1,6,C10014,C20014,C20015,C30013,C30014,C40014,,,,,,,-,Battle/Synergy_S10031_Normal/Synergy_S10024_Normal,"5 아랫마을, 1 전직교관"
EP013060024,1.2,6,C10016,C20016,C20017,C30004,C30015,C40015,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 2 선봉장, 1 책사"
EP013060025,1.2,6,C10016,C20016,C20017,C30015,C40009,C40015,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 2 추격자, 1 책사"
EP013060026,1.2,6,C10016,C20016,C20017,C30015,C40007,C40015,,,,,,,-,Battle/Synergy_S10032_Normal,"5 마가티아, 2 사냥꾼, 1 책사"
EP013060027,1.2,6,C10016,C20016,C20017,C30015,C40002,C40015,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"5 마가티아, 1 전직교관, 1 책사"
EP013060028,1.2,6,C10016,C20016,C20017,C30013,C30015,C40015,,,,,,,-,Battle/Synergy_S10032_Normal/Synergy_S10024_Normal,"5 마가티아, 1 전직교관, 1 책사"
EP013060029,1.3,6,C10017,C10018,C20018,C30016,C40009,C40016,,,,,,,-,Battle/Synergy_S10033_Normal,"5 미우미우, 2 추격자, 1 책사"
EP013060030,1.3,6,C10017,C10018,C20018,C30016,C40002,C40016,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"5 미우미우, 1 전직교관, 1 책사"
EP013060031,1.3,6,C10017,C10018,C20018,C30010,C30016,C40016,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"5 미우미우, 1 전직교관, 1 책사"
EP013060032,1.3,6,C10017,C10018,C20018,C30013,C30016,C40016,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"5 미우미우, 1 전직교관, 1 책사"
EP013060033,1.3,6,C10017,C10018,C20004,C20018,C30016,C40016,,,,,,,-,Battle/Synergy_S10033_Normal/Synergy_S10024_Normal,"5 미우미우, 1 전직교관, 1 책사"
EP013060034,1.4,6,C10019,C20019,C30008,C30017,C30018,C40007,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 엘나스, 2 시그너스, 2 사냥꾼"
EP013060035,1.4,6,C10019,C20019,C30017,C30018,C40006,C40007,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 2 슬리피우드, 2 사냥꾼, 2 시그너스"
EP013060036,1.4,6,C10005,C10019,C20019,C30011,C30017,C30018,,,,,,,-,Battle/Synergy_S10034_Normal,"4 처형자, 3 빅토리아 아일랜드"
EP013060037,1.4,6,C10019,C20019,C30017,C30018,C40002,C40005,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10024_Normal,"4 처형자, 2 시그너스, 1 책사, 1 전직교관"
EP013060038,1.4,6,C10019,C20019,C30017,C30018,C40002,C40011,,,,,,,-,Battle/Synergy_S10034_Normal/Synergy_S10024_Normal,"4 처형자, 2 시그너스, 1 전직교관"
